timestamp,lot_id,spot_type,base_price,dynamic_price,demand_level,occupancy_rate,bookings_last_hour,competitor_avg_price,day_of_week,hour,revenue_generated,booking_conversion_rate,time_until_full
2025-01-01 12:00:00,1,bike,13.5,13.5,Medium,50.82,11,12.35,2,12,148.5,0.25,98
2025-01-01 12:00:00,1,large,67.5,67.5,Medium,50.82,11,68.58,2,12,742.5,0.25,98
2025-01-01 12:00:00,2,car,60.0,60.0,Medium,52.98,15,65.19,2,12,900.0,0.25,94
2025-01-01 12:00:00,2,bike,18.0,18.0,Medium,52.98,15,16.59,2,12,270.0,0.25,94
2025-01-01 12:00:00,2,large,90.0,90.0,Medium,52.98,15,82.7,2,12,1350.0,0.25,94
2025-01-01 12:00:00,3,car,25.0,25.0,Medium,44.6,5,26.08,2,12,125.0,0.25,110
2025-01-01 12:00:00,3,bike,7.5,7.5,Medium,44.6,5,7.22,2,12,37.5,0.25,110
2025-01-01 12:00:00,3,large,37.5,37.5,Medium,44.6,5,38.69,2,12,187.5,0.25,110
2025-01-01 12:00:00,4,car,35.0,35.0,High,67.69,30,35.32,2,12,1050.0,0.25,64
2025-01-01 12:00:00,4,bike,10.5,10.5,High,67.69,30,11.52,2,12,315.0,0.25,64
2025-01-01 12:00:00,4,large,52.5,52.5,High,67.69,30,56.59,2,12,1575.0,0.25,64
2025-01-01 12:00:00,5,car,50.0,50.0,Medium,50.11,9,51.78,2,12,450.0,0.25,99
2025-01-01 12:00:00,5,bike,15.0,15.0,Medium,50.11,9,14.29,2,12,135.0,0.25,99
2025-01-01 12:00:00,5,large,75.0,75.0,Medium,50.11,9,71.43,2,12,675.0,0.25,99
2025-01-01 18:00:00,1,car,45.0,36.0,Low,15.74,3,48.44,2,18,108.0,0.312,168
2025-01-01 18:00:00,1,bike,13.5,10.8,Low,15.74,3,13.73,2,18,32.4,0.312,168
2025-01-01 18:00:00,1,large,67.5,54.0,Low,15.74,3,71.41,2,18,162.0,0.312,168
2025-01-01 18:00:00,2,car,60.0,60.0,High,68.67,20,59.4,2,18,1200.0,0.25,62
2025-01-01 18:00:00,2,bike,18.0,18.0,High,68.67,20,16.57,2,18,360.0,0.25,62
2025-01-01 18:00:00,2,large,90.0,90.0,High,68.67,20,86.99,2,18,1800.0,0.25,62
2025-01-01 18:00:00,3,car,25.0,20.0,Low,7.13,0,23.31,2,18,0.0,0.312,185
2025-01-01 18:00:00,3,bike,7.5,6.0,Low,7.13,0,7.92,2,18,0.0,0.312,185
2025-01-01 18:00:00,3,large,37.5,30.0,Low,7.13,0,39.0,2,18,0.0,0.312,185
2025-01-01 18:00:00,4,car,35.0,35.0,Medium,50.22,22,32.12,2,18,770.0,0.25,99
2025-01-01 18:00:00,4,bike,10.5,10.5,Medium,50.22,22,10.75,2,18,231.0,0.25,99
2025-01-01 18:00:00,4,large,52.5,52.5,Medium,50.22,22,56.43,2,18,1155.0,0.25,99
2025-01-01 18:00:00,5,car,50.0,50.0,Low,35.89,6,51.97,2,18,300.0,0.25,128
2025-01-01 18:00:00,5,bike,15.0,15.0,Low,35.89,6,15.03,2,18,90.0,0.25,128
2025-01-01 18:00:00,5,large,75.0,75.0,Low,35.89,6,72.18,2,18,450.0,0.25,128
2025-01-02 00:00:00,1,car,45.0,54.0,High,78.25,16,48.48,3,0,864.0,0.208,43
2025-01-02 00:00:00,1,bike,13.5,16.2,High,78.25,16,13.29,3,0,259.2,0.208,43
2025-01-02 00:00:00,1,large,67.5,81.0,High,78.25,16,72.3,3,0,1296.0,0.208,43
2025-01-02 00:00:00,2,car,60.0,60.0,Medium,49.04,14,63.4,3,0,840.0,0.25,101
2025-01-02 00:00:00,2,bike,18.0,18.0,Medium,49.04,14,19.14,3,0,252.0,0.25,101
2025-01-02 00:00:00,2,large,90.0,90.0,Medium,49.04,14,98.82,3,0,1260.0,0.25,101
2025-01-02 00:00:00,3,car,25.0,20.0,Low,29.21,3,26.24,3,0,60.0,0.312,141
2025-01-02 00:00:00,3,bike,7.5,6.0,Low,29.21,3,6.8,3,0,18.0,0.312,141
2025-01-02 00:00:00,3,large,37.5,30.0,Low,29.21,3,35.29,3,0,90.0,0.312,141
2025-01-02 00:00:00,4,car,35.0,35.0,Medium,45.08,20,31.75,3,0,700.0,0.25,109
2025-01-02 00:00:00,4,bike,10.5,10.5,Medium,45.08,20,9.85,3,0,210.0,0.25,109
2025-01-02 00:00:00,4,large,52.5,52.5,Medium,45.08,20,47.9,3,0,1050.0,0.25,109
2025-01-02 00:00:00,5,car,50.0,50.0,Medium,53.43,9,50.02,3,0,450.0,0.25,93
2025-01-02 00:00:00,5,bike,15.0,15.0,Medium,53.43,9,13.58,3,0,135.0,0.25,93
2025-01-02 00:00:00,5,large,75.0,75.0,Medium,53.43,9,74.59,3,0,675.0,0.25,93
2025-01-02 06:00:00,1,car,45.0,54.0,High,80.82,17,48.59,3,6,918.0,0.208,38
2025-01-02 06:00:00,1,bike,13.5,16.2,High,80.82,17,14.17,3,6,275.4,0.208,38
2025-01-02 06:00:00,1,large,67.5,81.0,High,80.82,17,73.49,3,6,1377.0,0.208,38
2025-01-02 06:00:00,2,car,60.0,90.0,Critical,98.0,24,56.72,3,6,2160.0,0.167,4
2025-01-02 06:00:00,2,bike,18.0,27.0,Critical,98.0,24,18.11,3,6,648.0,0.167,4
2025-01-02 06:00:00,2,large,90.0,135.0,Critical,98.0,24,86.73,3,6,3240.0,0.167,4
2025-01-02 06:00:00,3,car,25.0,37.5,Critical,95.55,9,24.97,3,6,337.5,0.167,8
2025-01-02 06:00:00,3,bike,7.5,11.25,Critical,95.55,9,7.59,3,6,101.25,0.167,8
2025-01-02 06:00:00,3,large,37.5,56.25,Critical,95.55,9,34.02,3,6,506.25,0.167,8
2025-01-02 06:00:00,4,car,35.0,52.5,Critical,98.0,37,33.13,3,6,1942.5,0.167,4
2025-01-02 06:00:00,4,bike,10.5,15.75,Critical,98.0,37,10.93,3,6,582.75,0.167,4
2025-01-02 06:00:00,4,large,52.5,78.75,Critical,98.0,37,55.37,3,6,2913.75,0.167,4
2025-01-02 06:00:00,5,car,50.0,50.0,Medium,53.52,9,50.69,3,6,450.0,0.25,92
2025-01-02 06:00:00,5,bike,15.0,15.0,Medium,53.52,9,14.31,3,6,135.0,0.25,92
2025-01-02 06:00:00,5,large,75.0,75.0,Medium,53.52,9,73.58,3,6,675.0,0.25,92
2025-01-02 12:00:00,1,car,45.0,67.5,Critical,98.0,18,41.36,3,12,1215.0,0.167,4
2025-01-02 12:00:00,1,bike,13.5,20.25,Critical,98.0,18,14.72,3,12,364.5,0.167,4
2025-01-02 12:00:00,1,large,67.5,101.25,Critical,98.0,18,72.48,3,12,1822.5,0.167,4
2025-01-02 12:00:00,2,car,60.0,90.0,Critical,98.0,24,54.79,3,12,2160.0,0.167,4
2025-01-02 12:00:00,2,bike,18.0,27.0,Critical,98.0,24,16.8,3,12,648.0,0.167,4
2025-01-02 12:00:00,2,large,90.0,135.0,Critical,98.0,24,91.46,3,12,3240.0,0.167,4
2025-01-02 12:00:00,3,car,25.0,30.0,High,84.68,9,23.66,3,12,270.0,0.208,30
2025-01-02 12:00:00,3,bike,7.5,9.0,High,84.68,9,8.15,3,12,81.0,0.208,30
2025-01-02 12:00:00,3,large,37.5,45.0,High,84.68,9,39.42,3,12,405.0,0.208,30
2025-01-02 12:00:00,4,car,35.0,35.0,Medium,61.97,27,33.41,3,12,945.0,0.25,76
2025-01-02 12:00:00,4,bike,10.5,10.5,Medium,61.97,27,9.46,3,12,283.5,0.25,76
2025-01-02 12:00:00,4,large,52.5,52.5,Medium,61.97,27,55.64,3,12,1417.5,0.25,76
2025-01-02 12:00:00,5,car,50.0,60.0,High,72.43,12,49.24,3,12,720.0,0.208,55
2025-01-02 12:00:00,5,bike,15.0,18.0,High,72.43,12,15.43,3,12,216.0,0.208,55
2025-01-02 12:00:00,5,large,75.0,90.0,High,72.43,12,71.8,3,12,1080.0,0.208,55
2025-01-02 18:00:00,1,car,45.0,54.0,High,70.16,14,41.79,3,18,756.0,0.208,59
2025-01-02 18:00:00,1,bike,13.5,16.2,High,70.16,14,13.97,3,18,226.8,0.208,59
2025-01-02 18:00:00,1,large,67.5,81.0,High,70.16,14,66.83,3,18,1134.0,0.208,59
2025-01-02 18:00:00,2,car,60.0,72.0,High,77.33,21,56.82,3,18,1512.0,0.208,45
2025-01-02 18:00:00,2,bike,18.0,21.6,High,77.33,21,16.7,3,18,453.6,0.208,45
2025-01-02 18:00:00,2,large,90.0,108.0,High,77.33,21,91.45,3,18,2268.0,0.208,45
2025-01-02 18:00:00,3,car,25.0,25.0,Low,38.18,4,26.13,3,18,100.0,0.25,123
2025-01-02 18:00:00,3,bike,7.5,7.5,Low,38.18,4,7.18,3,18,30.0,0.25,123
2025-01-02 18:00:00,3,large,37.5,37.5,Low,38.18,4,39.26,3,18,150.0,0.25,123
2025-01-02 18:00:00,4,car,35.0,52.5,Critical,90.41,34,32.78,3,18,1785.0,0.167,19
2025-01-02 18:00:00,4,bike,10.5,15.75,Critical,90.41,34,10.16,3,18,535.5,0.167,19
2025-01-02 18:00:00,4,large,52.5,78.75,Critical,90.41,34,55.07,3,18,2677.5,0.167,19
2025-01-02 18:00:00,5,car,50.0,50.0,High,66.68,12,51.6,3,18,600.0,0.25,66
2025-01-02 18:00:00,5,bike,15.0,15.0,High,66.68,12,14.31,3,18,180.0,0.25,66
2025-01-02 18:00:00,5,large,75.0,75.0,High,66.68,12,69.33,3,18,900.0,0.25,66
2025-01-03 00:00:00,1,car,45.0,45.0,Medium,51.93,11,40.88,4,0,495.0,0.25,96
2025-01-03 00:00:00,1,bike,13.5,13.5,Medium,51.93,11,14.41,4,0,148.5,0.25,96
2025-01-03 00:00:00,1,large,67.5,67.5,Medium,51.93,11,61.76,4,0,742.5,0.25,96
2025-01-03 00:00:00,2,car,60.0,60.0,Low,39.23,11,55.38,4,0,660.0,0.25,121
2025-01-03 00:00:00,2,bike,18.0,18.0,Low,39.23,11,17.06,4,0,198.0,0.25,121
2025-01-03 00:00:00,2,large,90.0,90.0,Low,39.23,11,89.02,4,0,990.0,0.25,121
2025-01-03 00:00:00,3,car,25.0,30.0,High,73.39,8,26.45,4,0,240.0,0.208,53
2025-01-03 00:00:00,3,bike,7.5,9.0,High,73.39,8,7.12,4,0,72.0,0.208,53
2025-01-03 00:00:00,3,large,37.5,45.0,High,73.39,8,37.83,4,0,360.0,0.208,53
2025-01-03 00:00:00,4,car,35.0,28.0,Low,29.79,14,32.13,4,0,392.0,0.312,140
2025-01-03 00:00:00,4,bike,10.5,8.4,Low,29.79,14,10.43,4,0,117.6,0.312,140
2025-01-03 00:00:00,4,large,52.5,42.0,Low,29.79,14,49.12,4,0,588.0,0.312,140
2025-01-03 00:00:00,5,car,50.0,40.0,Low,5.0,0,47.11,4,0,0.0,0.312,190
2025-01-03 00:00:00,5,bike,15.0,12.0,Low,5.0,0,14.6,4,0,0.0,0.312,190
2025-01-03 00:00:00,5,large,75.0,60.0,Low,5.0,0,78.92,4,0,0.0,0.312,190
2025-01-03 06:00:00,1,car,45.0,36.0,Low,18.98,4,47.2,4,6,144.0,0.312,162
2025-01-03 06:00:00,1,bike,13.5,10.8,Low,18.98,4,13.27,4,6,43.2,0.312,162
2025-01-03 06:00:00,1,large,67.5,54.0,Low,18.98,4,62.35,4,6,216.0,0.312,162
2025-01-03 06:00:00,2,car,60.0,60.0,Low,33.01,9,57.37,4,6,540.0,0.25,133
2025-01-03 06:00:00,2,bike,18.0,18.0,Low,33.01,9,18.02,4,6,162.0,0.25,133
2025-01-03 06:00:00,2,large,90.0,90.0,Low,33.01,9,96.65,4,6,810.0,0.25,133
2025-01-03 06:00:00,3,car,25.0,30.0,High,75.38,8,27.34,4,6,240.0,0.208,49
2025-01-03 06:00:00,3,bike,7.5,9.0,High,75.38,8,7.71,4,6,72.0,0.208,49
2025-01-03 06:00:00,3,large,37.5,45.0,High,75.38,8,36.38,4,6,360.0,0.208,49
2025-01-03 06:00:00,4,car,35.0,52.5,Critical,98.0,37,36.35,4,6,1942.5,0.167,4
2025-01-03 06:00:00,4,bike,10.5,15.75,Critical,98.0,37,10.16,4,6,582.75,0.167,4
2025-01-03 06:00:00,4,large,52.5,78.75,Critical,98.0,37,53.82,4,6,2913.75,0.167,4
2025-01-03 06:00:00,5,car,50.0,60.0,High,77.94,13,47.44,4,6,780.0,0.208,44
2025-01-03 06:00:00,5,bike,15.0,18.0,High,77.94,13,14.3,4,6,234.0,0.208,44
2025-01-03 06:00:00,5,large,75.0,90.0,High,77.94,13,68.63,4,6,1170.0,0.208,44
2025-01-03 12:00:00,1,car,45.0,67.5,Critical,87.51,16,44.28,4,12,1080.0,0.167,24
2025-01-03 12:00:00,1,bike,13.5,20.25,Critical,87.51,16,13.82,4,12,324.0,0.167,24
2025-01-03 12:00:00,1,large,67.5,101.25,Critical,87.51,16,71.4,4,12,1620.0,0.167,24
2025-01-03 12:00:00,2,car,60.0,90.0,Critical,98.0,24,63.72,4,12,2160.0,0.167,4
2025-01-03 12:00:00,2,bike,18.0,27.0,Critical,98.0,24,19.77,4,12,648.0,0.167,4
2025-01-03 12:00:00,2,large,90.0,135.0,Critical,98.0,24,82.58,4,12,3240.0,0.167,4
2025-01-03 12:00:00,3,car,25.0,25.0,Medium,53.19,6,24.97,4,12,150.0,0.25,93
2025-01-03 12:00:00,3,bike,7.5,7.5,Medium,53.19,6,7.53,4,12,45.0,0.25,93
2025-01-03 12:00:00,3,large,37.5,37.5,Medium,53.19,6,39.78,4,12,225.0,0.25,93
2025-01-03 12:00:00,4,car,35.0,35.0,Medium,47.87,21,33.36,4,12,735.0,0.25,104
2025-01-03 12:00:00,4,bike,10.5,10.5,Medium,47.87,21,9.6,4,12,220.5,0.25,104
2025-01-03 12:00:00,4,large,52.5,52.5,Medium,47.87,21,50.54,4,12,1102.5,0.25,104
2025-01-03 12:00:00,5,car,50.0,75.0,Critical,98.0,14,54.84,4,12,1050.0,0.167,4
2025-01-03 12:00:00,5,bike,15.0,22.5,Critical,98.0,14,16.2,4,12,315.0,0.167,4
2025-01-03 12:00:00,5,large,75.0,112.5,Critical,98.0,14,73.43,4,12,1575.0,0.167,4
2025-01-03 18:00:00,1,car,45.0,67.5,Critical,91.18,17,48.39,4,18,1147.5,0.167,17
2025-01-03 18:00:00,1,bike,13.5,20.25,Critical,91.18,17,12.24,4,18,344.25,0.167,17
2025-01-03 18:00:00,1,large,67.5,101.25,Critical,91.18,17,64.99,4,18,1721.25,0.167,17
2025-01-03 18:00:00,2,car,60.0,90.0,Critical,98.0,24,62.72,4,18,2160.0,0.167,4
2025-01-03 18:00:00,2,bike,18.0,27.0,Critical,98.0,24,17.0,4,18,648.0,0.167,4
2025-01-03 18:00:00,2,large,90.0,135.0,Critical,98.0,24,84.57,4,18,3240.0,0.167,4
2025-01-03 18:00:00,3,car,25.0,25.0,Medium,41.06,4,26.81,4,18,100.0,0.25,117
2025-01-03 18:00:00,3,bike,7.5,7.5,Medium,41.06,4,7.67,4,18,30.0,0.25,117
2025-01-03 18:00:00,3,large,37.5,37.5,Medium,41.06,4,41.17,4,18,150.0,0.25,117
2025-01-03 18:00:00,4,car,35.0,52.5,Critical,98.0,37,32.44,4,18,1942.5,0.167,4
2025-01-03 18:00:00,4,bike,10.5,15.75,Critical,98.0,37,10.2,4,18,582.75,0.167,4
2025-01-03 18:00:00,4,large,52.5,78.75,Critical,98.0,37,50.52,4,18,2913.75,0.167,4
2025-01-03 18:00:00,5,car,50.0,60.0,High,71.57,11,53.8,4,18,660.0,0.208,56
2025-01-03 18:00:00,5,bike,15.0,18.0,High,71.57,11,14.27,4,18,198.0,0.208,56
2025-01-03 18:00:00,5,large,75.0,90.0,High,71.57,11,72.8,4,18,990.0,0.208,56
2025-01-04 00:00:00,1,car,45.0,45.0,Low,37.94,8,41.79,5,0,360.0,0.25,124
2025-01-04 00:00:00,1,bike,13.5,13.5,Low,37.94,8,14.24,5,0,108.0,0.25,124
2025-01-04 00:00:00,1,large,67.5,67.5,Low,37.94,8,63.96,5,0,540.0,0.25,124
2025-01-04 00:00:00,2,car,60.0,48.0,Low,23.59,7,54.82,5,0,336.0,0.312,152
2025-01-04 00:00:00,2,bike,18.0,14.4,Low,23.59,7,17.77,5,0,100.8,0.312,152
2025-01-04 00:00:00,2,large,90.0,72.0,Low,23.59,7,88.05,5,0,504.0,0.312,152
2025-01-04 00:00:00,3,car,25.0,30.0,High,77.52,8,23.39,5,0,240.0,0.208,44
2025-01-04 00:00:00,3,bike,7.5,9.0,High,77.52,8,6.95,5,0,72.0,0.208,44
2025-01-04 00:00:00,3,large,37.5,45.0,High,77.52,8,40.47,5,0,360.0,0.208,44
2025-01-04 00:00:00,4,car,35.0,28.0,Low,5.0,2,31.97,5,0,56.0,0.312,190
2025-01-04 00:00:00,4,bike,10.5,8.4,Low,5.0,2,9.66,5,0,16.8,0.312,190
2025-01-04 00:00:00,4,large,52.5,42.0,Low,5.0,2,49.82,5,0,84.0,0.312,190
2025-01-04 00:00:00,5,car,50.0,50.0,High,69.74,12,54.53,5,0,600.0,0.25,60
2025-01-04 00:00:00,5,bike,15.0,15.0,High,69.74,12,13.76,5,0,180.0,0.25,60
2025-01-04 00:00:00,5,large,75.0,75.0,High,69.74,12,79.74,5,0,900.0,0.25,60
2025-01-04 06:00:00,1,car,45.0,45.0,Medium,40.82,9,48.53,5,6,405.0,0.25,118
2025-01-04 06:00:00,1,bike,13.5,13.5,Medium,40.82,9,13.17,5,6,121.5,0.25,118
2025-01-04 06:00:00,1,large,67.5,67.5,Medium,40.82,9,64.72,5,6,607.5,0.25,118
2025-01-04 06:00:00,2,car,60.0,48.0,Low,10.42,3,62.13,5,6,144.0,0.312,179
2025-01-04 06:00:00,2,bike,18.0,14.4,Low,10.42,3,18.73,5,6,43.2,0.312,179
2025-01-04 06:00:00,2,large,90.0,72.0,Low,10.42,3,95.04,5,6,216.0,0.312,179
2025-01-04 06:00:00,3,car,25.0,37.5,Critical,93.16,9,26.65,5,6,337.5,0.167,13
2025-01-04 06:00:00,3,bike,7.5,11.25,Critical,93.16,9,7.15,5,6,101.25,0.167,13
2025-01-04 06:00:00,3,large,37.5,56.25,Critical,93.16,9,38.9,5,6,506.25,0.167,13
2025-01-04 06:00:00,4,car,35.0,28.0,Low,15.58,7,32.44,5,6,196.0,0.312,168
2025-01-04 06:00:00,4,bike,10.5,8.4,Low,15.58,7,10.52,5,6,58.8,0.312,168
2025-01-04 06:00:00,4,large,52.5,42.0,Low,15.58,7,53.69,5,6,294.0,0.312,168
2025-01-04 06:00:00,5,car,50.0,50.0,Medium,54.22,9,46.62,5,6,450.0,0.25,91
2025-01-04 06:00:00,5,bike,15.0,15.0,Medium,54.22,9,13.73,5,6,135.0,0.25,91
2025-01-04 06:00:00,5,large,75.0,75.0,Medium,54.22,9,70.42,5,6,675.0,0.25,91
2025-01-04 12:00:00,1,car,45.0,67.5,Critical,88.9,16,44.29,5,12,1080.0,0.167,22
2025-01-04 12:00:00,1,bike,13.5,20.25,Critical,88.9,16,14.55,5,12,324.0,0.167,22
2025-01-04 12:00:00,1,large,67.5,101.25,Critical,88.9,16,67.93,5,12,1620.0,0.167,22
2025-01-04 12:00:00,2,car,60.0,48.0,Low,5.0,1,62.98,5,12,48.0,0.312,190
2025-01-04 12:00:00,2,bike,18.0,14.4,Low,5.0,1,16.83,5,12,14.4,0.312,190
2025-01-04 12:00:00,2,large,90.0,72.0,Low,5.0,1,82.91,5,12,72.0,0.312,190
2025-01-04 12:00:00,3,car,25.0,20.0,Low,5.0,0,23.7,5,12,0.0,0.312,190
2025-01-04 12:00:00,3,bike,7.5,6.0,Low,5.0,0,7.22,5,12,0.0,0.312,190
2025-01-04 12:00:00,3,large,37.5,30.0,Low,5.0,0,37.86,5,12,0.0,0.312,190
2025-01-04 12:00:00,4,car,35.0,35.0,Medium,63.21,28,37.67,5,12,980.0,0.25,73
2025-01-04 12:00:00,4,bike,10.5,10.5,Medium,63.21,28,10.34,5,12,294.0,0.25,73
2025-01-04 12:00:00,4,large,52.5,52.5,Medium,63.21,28,52.7,5,12,1470.0,0.25,73
2025-01-04 12:00:00,5,car,50.0,60.0,High,83.53,14,45.05,5,12,840.0,0.208,32
2025-01-04 12:00:00,5,bike,15.0,18.0,High,83.53,14,13.6,5,12,252.0,0.208,32
2025-01-04 12:00:00,5,large,75.0,90.0,High,83.53,14,68.76,5,12,1260.0,0.208,32
2025-01-04 18:00:00,1,car,45.0,67.5,Critical,91.65,17,46.79,5,18,1147.5,0.167,16
2025-01-04 18:00:00,1,bike,13.5,20.25,Critical,91.65,17,13.46,5,18,344.25,0.167,16
2025-01-04 18:00:00,1,large,67.5,101.25,Critical,91.65,17,63.35,5,18,1721.25,0.167,16
2025-01-04 18:00:00,2,car,60.0,48.0,Low,17.39,5,61.11,5,18,240.0,0.312,165
2025-01-04 18:00:00,2,bike,18.0,14.4,Low,17.39,5,18.16,5,18,72.0,0.312,165
2025-01-04 18:00:00,2,large,90.0,72.0,Low,17.39,5,82.6,5,18,360.0,0.312,165
2025-01-04 18:00:00,3,car,25.0,20.0,Low,5.0,0,25.7,5,18,0.0,0.312,190
2025-01-04 18:00:00,3,bike,7.5,6.0,Low,5.0,0,7.9,5,18,0.0,0.312,190
2025-01-04 18:00:00,3,large,37.5,30.0,Low,5.0,0,35.9,5,18,0.0,0.312,190
2025-01-04 18:00:00,4,car,35.0,35.0,Low,34.81,15,36.31,5,18,525.0,0.25,130
2025-01-04 18:00:00,4,bike,10.5,10.5,Low,34.81,15,9.87,5,18,157.5,0.25,130
2025-01-04 18:00:00,4,large,52.5,52.5,Low,34.81,15,55.2,5,18,787.5,0.25,130
2025-01-04 18:00:00,5,car,50.0,50.0,Medium,58.41,10,54.12,5,18,500.0,0.25,83
2025-01-04 18:00:00,5,bike,15.0,15.0,Medium,58.41,10,14.83,5,18,150.0,0.25,83
2025-01-04 18:00:00,5,large,75.0,75.0,Medium,58.41,10,71.17,5,18,750.0,0.25,83
2025-01-05 00:00:00,1,car,45.0,45.0,High,69.32,15,44.09,6,0,675.0,0.25,61
2025-01-05 00:00:00,1,bike,13.5,13.5,High,69.32,15,12.83,6,0,202.5,0.25,61
2025-01-05 00:00:00,1,large,67.5,67.5,High,69.32,15,60.77,6,0,1012.5,0.25,61
2025-01-05 00:00:00,2,car,60.0,48.0,Low,5.0,1,61.81,6,0,48.0,0.312,190
2025-01-05 00:00:00,2,bike,18.0,14.4,Low,5.0,1,16.35,6,0,14.4,0.312,190
2025-01-05 00:00:00,2,large,90.0,72.0,Low,5.0,1,84.79,6,0,72.0,0.312,190
2025-01-05 00:00:00,3,car,25.0,30.0,High,78.14,8,26.11,6,0,240.0,0.208,43
2025-01-05 00:00:00,3,bike,7.5,9.0,High,78.14,8,7.75,6,0,72.0,0.208,43
2025-01-05 00:00:00,3,large,37.5,45.0,High,78.14,8,34.3,6,0,360.0,0.208,43
2025-01-05 00:00:00,4,car,35.0,52.5,Critical,98.0,37,36.12,6,0,1942.5,0.167,4
2025-01-05 00:00:00,4,bike,10.5,15.75,Critical,98.0,37,11.4,6,0,582.75,0.167,4
2025-01-05 00:00:00,4,large,52.5,78.75,Critical,98.0,37,48.03,6,0,2913.75,0.167,4
2025-01-05 00:00:00,5,car,50.0,60.0,High,76.94,12,49.16,6,0,720.0,0.208,46
2025-01-05 00:00:00,5,bike,15.0,18.0,High,76.94,12,15.69,6,0,216.0,0.208,46
2025-01-05 00:00:00,5,large,75.0,90.0,High,76.94,12,77.52,6,0,1080.0,0.208,46
2025-01-05 06:00:00,1,car,45.0,45.0,Medium,44.36,9,42.54,6,6,405.0,0.25,111
2025-01-05 06:00:00,1,bike,13.5,13.5,Medium,44.36,9,12.59,6,6,121.5,0.25,111
2025-01-05 06:00:00,1,large,67.5,67.5,Medium,44.36,9,71.34,6,6,607.5,0.25,111
2025-01-05 06:00:00,2,car,60.0,60.0,Low,36.07,10,65.47,6,6,600.0,0.25,127
2025-01-05 06:00:00,2,bike,18.0,18.0,Low,36.07,10,18.96,6,6,180.0,0.25,127
2025-01-05 06:00:00,2,large,90.0,90.0,Low,36.07,10,98.34,6,6,900.0,0.25,127
