user_id,booking_id,lot_id,spot_type,location,distance_from_destination,price_per_hour,duration_hours,time_of_booking,time_of_arrival,preferred_time_slot,booking_frequency,avg_duration,price_sensitivity,location_consistency,advance_booking_time,cancellation_history
1,22,5,car,Hospital Complex,576,50.0,11.51,2025-02-27 10:00:00,2025-02-28 08:00:00,Morning,119,8,low,0.4,22,7
1,23,5,car,Hospital Complex,743,50.0,8.91,2025-02-17 02:00:00,2025-02-18 08:00:00,Morning,119,8,low,0.4,30,1
1,24,3,car,Residential Area,1435,25.0,11.41,2025-01-20 06:00:00,2025-01-21 08:00:00,Morning,119,8,low,0.4,26,11
1,25,5,car,Hospital Complex,234,50.0,4.95,2025-05-22 07:00:00,2025-05-23 18:00:00,Evening,119,8,low,0.4,35,6
1,26,3,car,Residential Area,1427,25.0,9.49,2025-06-02 06:00:00,2025-06-03 17:00:00,Evening,119,8,low,0.4,35,11
1,27,5,car,Hospital Complex,271,50.0,8.47,2025-06-24 08:00:00,2025-06-25 19:00:00,Evening,119,8,low,0.4,35,10
1,28,3,car,Residential Area,721,25.0,8.31,2025-02-06 19:00:00,2025-02-08 18:00:00,Evening,119,8,low,0.4,47,9
1,29,3,car,Residential Area,1485,25.0,7.26,2025-04-26 02:00:00,2025-04-27 19:00:00,Evening,119,8,low,0.4,41,4
1,30,3,car,Residential Area,126,25.0,12.57,2025-04-21 18:00:00,2025-04-22 08:00:00,Morning,119,8,low,0.4,14,4
1,31,4,car,Transit Hub,249,35.0,7.87,2025-06-23 03:00:00,2025-06-23 22:00:00,Night,119,8,low,0.4,19,3
1,32,5,car,Hospital Complex,845,50.0,4.39,2025-02-22 10:00:00,2025-02-23 06:00:00,Morning,119,8,low,0.4,20,7
1,33,5,car,Hospital Complex,899,50.0,10.24,2025-01-19 21:00:00,2025-01-20 18:00:00,Evening,119,8,low,0.4,21,10
1,34,5,car,Hospital Complex,622,50.0,5.01,2025-02-15 04:00:00,2025-02-16 18:00:00,Evening,119,8,low,0.4,38,0
1,35,3,car,Residential Area,533,25.0,10.74,2025-04-30 01:00:00,2025-05-01 17:00:00,Evening,119,8,low,0.4,40,5
1,36,5,car,Hospital Complex,174,50.0,8.7,2025-01-21 08:00:00,2025-01-22 18:00:00,Evening,119,8,low,0.4,34,6
1,37,3,car,Residential Area,1407,25.0,10.61,2025-06-16 00:00:00,2025-06-16 17:00:00,Evening,119,8,low,0.4,17,3
1,38,3,car,Residential Area,548,25.0,9.11,2025-02-22 22:00:00,2025-02-24 07:00:00,Morning,119,8,low,0.4,33,2
1,39,3,car,Residential Area,190,25.0,6.07,2025-04-22 09:00:00,2025-04-23 10:00:00,Morning,119,8,low,0.4,25,8
1,40,3,car,Residential Area,352,25.0,8.34,2025-01-28 23:00:00,2025-01-30 08:00:00,Morning,119,8,low,0.4,33,9
1,41,3,car,Residential Area,563,25.0,8.28,2025-03-31 10:00:00,2025-04-02 08:00:00,Morning,119,8,low,0.4,46,2
1,42,3,car,Residential Area,783,25.0,8.04,2025-06-19 20:00:00,2025-06-20 08:00:00,Morning,119,8,low,0.4,12,3
1,43,3,car,Residential Area,157,25.0,11.07,2025-02-24 04:00:00,2025-02-25 08:00:00,Morning,119,8,low,0.4,28,2
1,44,2,car,Office District,282,60.0,5.45,2025-04-09 22:00:00,2025-04-11 19:00:00,Evening,119,8,low,0.4,45,11
1,45,5,car,Hospital Complex,1265,50.0,9.66,2025-02-10 13:00:00,2025-02-12 09:00:00,Morning,119,8,low,0.4,44,1
1,46,3,car,Residential Area,1399,25.0,7.11,2025-03-24 04:00:00,2025-03-24 18:00:00,Evening,119,8,low,0.4,14,8
1,47,3,car,Residential Area,872,25.0,5.43,2025-01-24 13:00:00,2025-01-26 07:00:00,Morning,119,8,low,0.4,42,6
1,48,5,car,Hospital Complex,200,50.0,11.93,2025-05-13 03:00:00,2025-05-14 19:00:00,Evening,119,8,low,0.4,40,1
1,49,3,car,Residential Area,613,25.0,5.57,2025-03-01 11:00:00,2025-03-02 07:00:00,Morning,119,8,low,0.4,20,9
1,50,5,car,Hospital Complex,653,50.0,8.17,2025-04-14 20:00:00,2025-04-16 17:00:00,Evening,119,8,low,0.4,45,7
1,51,5,car,Hospital Complex,1390,50.0,6.77,2025-06-13 12:00:00,2025-06-14 07:00:00,Morning,119,8,low,0.4,19,10
1,52,1,car,Downtown Mall,490,45.0,9.97,2025-06-27 16:00:00,2025-06-29 15:00:00,Afternoon,119,8,low,0.4,47,6
1,53,3,car,Residential Area,978,25.0,2.56,2025-06-14 08:00:00,2025-06-15 17:00:00,Evening,119,8,low,0.4,33,6
1,54,3,car,Residential Area,690,25.0,7.64,2025-02-05 18:00:00,2025-02-07 09:00:00,Morning,119,8,low,0.4,39,10
1,55,3,car,Residential Area,187,25.0,5.55,2025-02-07 01:00:00,2025-02-08 19:00:00,Evening,119,8,low,0.4,42,1
1,56,2,car,Office District,934,60.0,7.4,2025-03-09 20:00:00,2025-03-10 13:00:00,Afternoon,119,8,low,0.4,17,1
1,57,5,car,Hospital Complex,316,50.0,8.05,2025-05-26 12:00:00,2025-05-27 23:00:00,Night,119,8,low,0.4,35,8
1,58,5,car,Hospital Complex,891,50.0,9.87,2025-01-05 00:00:00,2025-01-05 19:00:00,Evening,119,8,low,0.4,19,5
1,59,4,car,Transit Hub,155,35.0,7.54,2025-06-20 11:00:00,2025-06-22 02:00:00,Night,119,8,low,0.4,39,4
1,60,5,car,Hospital Complex,1089,50.0,7.58,2025-06-11 07:00:00,2025-06-13 07:00:00,Morning,119,8,low,0.4,48,3
1,61,5,car,Hospital Complex,767,50.0,4.4,2025-01-14 14:00:00,2025-01-15 08:00:00,Morning,119,8,low,0.4,18,8
1,62,5,car,Hospital Complex,928,50.0,11.78,2025-06-17 16:00:00,2025-06-18 18:00:00,Evening,119,8,low,0.4,26,8
1,63,3,car,Residential Area,103,25.0,7.38,2024-12-31 10:00:00,2025-01-02 09:00:00,Morning,119,8,low,0.4,47,9
1,64,3,car,Residential Area,109,25.0,8.29,2025-04-27 02:00:00,2025-04-28 07:00:00,Morning,119,8,low,0.4,29,2
1,65,5,car,Hospital Complex,62,50.0,9.32,2025-03-29 23:00:00,2025-03-31 09:00:00,Morning,119,8,low,0.4,34,2
1,66,4,car,Transit Hub,1396,35.0,8.71,2025-04-11 08:00:00,2025-04-13 08:00:00,Morning,119,8,low,0.4,48,6
1,67,3,car,Residential Area,490,25.0,5.6,2025-04-08 10:00:00,2025-04-10 07:00:00,Morning,119,8,low,0.4,45,6
1,68,5,car,Hospital Complex,688,50.0,10.76,2025-05-23 21:00:00,2025-05-25 08:00:00,Morning,119,8,low,0.4,35,11
1,69,3,car,Residential Area,372,25.0,8.9,2025-06-08 10:00:00,2025-06-09 07:00:00,Morning,119,8,low,0.4,21,9
1,70,3,car,Residential Area,1405,25.0,7.18,2025-02-24 17:00:00,2025-02-26 09:00:00,Morning,119,8,low,0.4,40,6
1,71,5,car,Hospital Complex,491,50.0,5.53,2025-06-21 12:00:00,2025-06-22 17:00:00,Evening,119,8,low,0.4,29,8
1,72,5,car,Hospital Complex,1438,50.0,8.47,2025-05-17 01:00:00,2025-05-18 07:00:00,Morning,119,8,low,0.4,30,10
1,73,5,car,Hospital Complex,859,50.0,10.07,2025-03-19 05:00:00,2025-03-20 07:00:00,Morning,119,8,low,0.4,26,9
1,74,3,car,Residential Area,331,25.0,9.24,2025-05-23 08:00:00,2025-05-24 09:00:00,Morning,119,8,low,0.4,25,4
1,75,3,car,Residential Area,931,25.0,7.61,2025-02-12 12:00:00,2025-02-14 07:00:00,Morning,119,8,low,0.4,43,2
1,76,3,car,Residential Area,1418,25.0,8.28,2025-06-28 19:00:00,2025-06-30 18:00:00,Evening,119,8,low,0.4,47,5
1,77,3,car,Residential Area,991,25.0,6.76,2025-03-30 04:00:00,2025-03-30 17:00:00,Evening,119,8,low,0.4,13,1
1,78,4,car,Transit Hub,929,35.0,6.99,2025-02-09 08:00:00,2025-02-11 08:00:00,Morning,119,8,low,0.4,48,9
1,79,5,car,Hospital Complex,879,50.0,8.3,2025-05-19 14:00:00,2025-05-20 09:00:00,Morning,119,8,low,0.4,19,0
1,80,2,car,Office District,1315,60.0,8.87,2025-01-03 11:00:00,2025-01-04 09:00:00,Morning,119,8,low,0.4,22,7
1,81,4,car,Transit Hub,230,35.0,6.29,2025-03-19 09:00:00,2025-03-20 20:00:00,Evening,119,8,low,0.4,35,6
1,82,5,car,Hospital Complex,942,50.0,7.81,2025-05-18 03:00:00,2025-05-19 06:00:00,Morning,119,8,low,0.4,27,9
1,83,3,car,Residential Area,745,25.0,5.42,2025-03-18 10:00:00,2025-03-19 17:00:00,Evening,119,8,low,0.4,31,3
1,84,3,car,Residential Area,1346,25.0,7.52,2025-05-13 11:00:00,2025-05-15 07:00:00,Morning,119,8,low,0.4,44,1
1,85,3,car,Residential Area,1371,25.0,9.54,2025-01-16 23:00:00,2025-01-18 09:00:00,Morning,119,8,low,0.4,34,2
1,86,3,car,Residential Area,405,25.0,4.59,2025-06-05 09:00:00,2025-06-06 09:00:00,Morning,119,8,low,0.4,24,9
1,87,3,car,Residential Area,1000,25.0,6.81,2025-04-23 13:00:00,2025-04-25 08:00:00,Morning,119,8,low,0.4,43,9
1,88,4,car,Transit Hub,1444,35.0,3.83,2025-06-07 22:00:00,2025-06-09 14:00:00,Afternoon,119,8,low,0.4,40,9
1,89,5,car,Hospital Complex,359,50.0,9.06,2025-01-18 11:00:00,2025-01-19 19:00:00,Evening,119,8,low,0.4,32,7
1,90,5,car,Hospital Complex,612,50.0,10.28,2025-02-22 12:00:00,2025-02-23 19:00:00,Evening,119,8,low,0.4,31,9
1,91,3,car,Residential Area,975,25.0,7.87,2025-03-07 16:00:00,2025-03-09 09:00:00,Morning,119,8,low,0.4,41,0
1,92,5,car,Hospital Complex,1309,50.0,6.47,2025-02-15 14:00:00,2025-02-16 07:00:00,Morning,119,8,low,0.4,17,9
1,93,5,car,Hospital Complex,134,50.0,7.01,2025-06-26 19:00:00,2025-06-28 18:00:00,Evening,119,8,low,0.4,47,7
1,94,5,car,Hospital Complex,1384,50.0,5.65,2025-01-25 21:00:00,2025-01-27 21:00:00,Night,119,8,low,0.4,48,3
1,95,5,car,Hospital Complex,176,50.0,5.39,2025-04-03 21:00:00,2025-04-04 18:00:00,Evening,119,8,low,0.4,21,7
1,96,5,car,Hospital Complex,1083,50.0,9.15,2025-06-28 02:00:00,2025-06-28 19:00:00,Evening,119,8,low,0.4,17,10
1,97,3,car,Residential Area,949,25.0,8.89,2025-02-08 03:00:00,2025-02-09 19:00:00,Evening,119,8,low,0.4,40,8
1,98,3,car,Residential Area,629,25.0,4.86,2025-04-27 22:00:00,2025-04-29 09:00:00,Morning,119,8,low,0.4,35,6
1,99,5,car,Hospital Complex,1342,50.0,9.86,2025-02-22 04:00:00,2025-02-22 19:00:00,Evening,119,8,low,0.4,15,10
1,100,5,car,Hospital Complex,1439,50.0,13.31,2025-03-29 08:00:00,2025-03-31 07:00:00,Morning,119,8,low,0.4,47,6
1,101,3,car,Residential Area,1243,25.0,3.79,2025-02-11 16:00:00,2025-02-12 09:00:00,Morning,119,8,low,0.4,17,10
1,102,5,car,Hospital Complex,314,50.0,10.31,2025-04-13 20:00:00,2025-04-15 09:00:00,Morning,119,8,low,0.4,37,9
1,103,4,car,Transit Hub,684,35.0,6.63,2025-03-10 07:00:00,2025-03-11 00:00:00,Night,119,8,low,0.4,17,8
1,104,5,car,Hospital Complex,241,50.0,5.81,2025-04-16 11:00:00,2025-04-18 08:00:00,Morning,119,8,low,0.4,45,10
1,105,5,car,Hospital Complex,682,50.0,9.6,2025-01-15 20:00:00,2025-01-17 07:00:00,Morning,119,8,low,0.4,35,2
1,106,3,car,Residential Area,1045,25.0,7.58,2025-02-07 21:00:00,2025-02-09 06:00:00,Morning,119,8,low,0.4,33,3
1,107,3,car,Residential Area,655,25.0,11.48,2025-05-03 16:00:00,2025-05-04 08:00:00,Morning,119,8,low,0.4,16,1
1,108,3,car,Residential Area,1315,25.0,7.93,2025-06-23 10:00:00,2025-06-24 19:00:00,Evening,119,8,low,0.4,33,2
1,109,3,car,Residential Area,1468,25.0,10.6,2025-02-25 09:00:00,2025-02-26 08:00:00,Morning,119,8,low,0.4,23,9
1,110,1,car,Downtown Mall,946,45.0,4.14,2025-04-17 17:00:00,2025-04-18 15:00:00,Afternoon,119,8,low,0.4,22,0
1,111,3,car,Residential Area,969,25.0,9.13,2025-02-10 11:00:00,2025-02-11 17:00:00,Evening,119,8,low,0.4,30,3
1,112,5,car,Hospital Complex,803,50.0,9.01,2025-06-18 17:00:00,2025-06-19 17:00:00,Evening,119,8,low,0.4,24,10
1,113,5,car,Hospital Complex,995,50.0,8.6,2025-01-01 00:00:00,2025-01-02 16:00:00,Afternoon,119,8,low,0.4,40,4
1,114,1,car,Downtown Mall,1130,45.0,10.23,2025-03-17 22:00:00,2025-03-19 18:00:00,Evening,119,8,low,0.4,44,6
1,115,1,car,Downtown Mall,1288,45.0,4.35,2025-03-16 08:00:00,2025-03-17 08:00:00,Morning,119,8,low,0.4,24,2
1,116,2,car,Office District,1363,60.0,6.8,2025-02-20 18:00:00,2025-02-21 09:00:00,Morning,119,8,low,0.4,15,7
1,117,2,car,Office District,260,60.0,8.12,2025-04-10 11:00:00,2025-04-12 10:00:00,Morning,119,8,low,0.4,47,11
1,118,2,car,Office District,633,60.0,7.3,2025-02-04 03:00:00,2025-02-04 22:00:00,Night,119,8,low,0.4,19,1
1,119,2,car,Office District,970,60.0,10.06,2025-02-02 23:00:00,2025-02-04 04:00:00,Night,119,8,low,0.4,29,8
2,120,4,car,Transit Hub,973,35.0,12.62,2025-06-25 18:00:00,2025-06-25 22:00:00,Night,49,12,high,1.0,4,2
2,121,2,car,Office District,159,60.0,12.3,2025-06-29 11:00:00,2025-06-29 18:00:00,Evening,49,12,high,1.0,7,3
2,122,2,car,Office District,817,60.0,11.74,2025-05-20 15:00:00,2025-05-20 17:00:00,Evening,49,12,high,1.0,2,1
2,123,1,car,Downtown Mall,736,45.0,6.82,2025-02-17 08:00:00,2025-02-17 19:00:00,Evening,49,12,high,1.0,11,1
2,124,3,car,Residential Area,334,25.0,11.41,2025-06-05 05:00:00,2025-06-05 17:00:00,Evening,49,12,high,1.0,12,3
2,125,1,car,Downtown Mall,574,45.0,20.42,2025-04-13 06:00:00,2025-04-13 07:00:00,Morning,49,12,high,1.0,1,1
2,126,2,car,Office District,1296,60.0,12.8,2025-05-06 09:00:00,2025-05-06 18:00:00,Evening,49,12,high,1.0,9,4
2,127,3,car,Residential Area,299,25.0,10.6,2025-01-24 03:00:00,2025-01-24 08:00:00,Morning,49,12,high,1.0,5,0
2,128,5,car,Hospital Complex,277,50.0,12.57,2025-05-07 15:00:00,2025-05-07 17:00:00,Evening,49,12,high,1.0,2,3
2,129,1,car,Downtown Mall,1227,45.0,12.22,2025-04-13 10:00:00,2025-04-13 19:00:00,Evening,49,12,high,1.0,9,1
2,130,5,car,Hospital Complex,929,50.0,11.0,2025-01-16 22:00:00,2025-01-17 03:00:00,Night,49,12,high,1.0,5,0
2,131,2,car,Office District,433,60.0,20.0,2025-04-05 11:00:00,2025-04-05 18:00:00,Evening,49,12,high,1.0,7,0
2,132,3,car,Residential Area,1164,25.0,7.66,2025-03-29 22:00:00,2025-03-30 07:00:00,Morning,49,12,high,1.0,9,4
2,133,1,car,Downtown Mall,1184,45.0,14.2,2025-05-17 01:00:00,2025-05-17 10:00:00,Morning,49,12,high,1.0,9,0
2,134,4,car,Transit Hub,842,35.0,8.86,2025-04-21 20:00:00,2025-04-22 07:00:00,Morning,49,12,high,1.0,11,2
2,135,1,car,Downtown Mall,756,45.0,7.99,2025-02-28 07:00:00,2025-02-28 09:00:00,Morning,49,12,high,1.0,2,1
2,136,2,car,Office District,262,60.0,13.57,2025-06-20 12:00:00,2025-06-20 23:00:00,Night,49,12,high,1.0,11,4
2,137,4,car,Transit Hub,323,35.0,16.43,2025-05-30 15:00:00,2025-05-30 21:00:00,Night,49,12,high,1.0,6,0
2,138,3,car,Residential Area,1452,25.0,15.39,2025-05-11 16:00:00,2025-05-11 19:00:00,Evening,49,12,high,1.0,3,3
2,139,5,car,Hospital Complex,1343,50.0,6.61,2025-04-19 18:00:00,2025-04-20 02:00:00,Night,49,12,high,1.0,8,1
2,140,1,car,Downtown Mall,987,45.0,7.65,2025-03-18 07:00:00,2025-03-18 09:00:00,Morning,49,12,high,1.0,2,0
2,141,1,car,Downtown Mall,696,45.0,11.72,2025-05-03 07:00:00,2025-05-03 08:00:00,Morning,49,12,high,1.0,1,2
2,142,5,car,Hospital Complex,124,50.0,10.93,2025-01-13 12:00:00,2025-01-13 17:00:00,Evening,49,12,high,1.0,5,1
2,143,1,car,Downtown Mall,609,45.0,11.94,2025-06-11 13:00:00,2025-06-11 19:00:00,Evening,49,12,high,1.0,6,0
2,144,2,car,Office District,869,60.0,6.85,2025-04-05 07:00:00,2025-04-05 14:00:00,Afternoon,49,12,high,1.0,7,3
2,145,5,car,Hospital Complex,744,50.0,9.15,2025-04-30 16:00:00,2025-04-30 23:00:00,Night,49,12,high,1.0,7,1
2,146,4,car,Transit Hub,596,35.0,11.36,2025-04-18 00:00:00,2025-04-18 09:00:00,Morning,49,12,high,1.0,9,0
2,147,1,car,Downtown Mall,931,45.0,8.92,2025-03-11 06:00:00,2025-03-11 08:00:00,Morning,49,12,high,1.0,2,4
2,148,3,car,Residential Area,1167,25.0,11.39,2025-03-13 20:00:00,2025-03-13 23:00:00,Night,49,12,high,1.0,3,2
2,149,1,car,Downtown Mall,655,45.0,16.29,2025-05-22 22:00:00,2025-05-23 09:00:00,Morning,49,12,high,1.0,11,2
2,150,4,car,Transit Hub,959,35.0,9.5,2025-03-06 20:00:00,2025-03-07 08:00:00,Morning,49,12,high,1.0,12,2
2,151,3,car,Residential Area,612,25.0,14.86,2025-04-30 11:00:00,2025-04-30 18:00:00,Evening,49,12,high,1.0,7,0
2,152,4,car,Transit Hub,1441,35.0,6.35,2025-03-26 00:00:00,2025-03-26 09:00:00,Morning,49,12,high,1.0,9,1
2,153,5,car,Hospital Complex,1294,50.0,11.49,2025-06-07 09:00:00,2025-06-07 12:00:00,Afternoon,49,12,high,1.0,3,3
2,154,1,car,Downtown Mall,800,45.0,12.6,2025-01-10 21:00:00,2025-01-11 08:00:00,Morning,49,12,high,1.0,11,2
2,155,5,car,Hospital Complex,364,50.0,18.01,2025-06-13 21:00:00,2025-06-14 07:00:00,Morning,49,12,high,1.0,10,3
2,156,4,car,Transit Hub,959,35.0,14.51,2025-04-22 00:00:00,2025-04-22 06:00:00,Morning,49,12,high,1.0,6,0
2,157,5,car,Hospital Complex,693,50.0,10.3,2025-02-01 02:00:00,2025-02-01 09:00:00,Morning,49,12,high,1.0,7,2
2,158,1,car,Downtown Mall,431,45.0,10.4,2025-05-29 19:00:00,2025-05-30 07:00:00,Morning,49,12,high,1.0,12,3
2,159,5,car,Hospital Complex,583,50.0,11.73,2025-03-31 02:00:00,2025-03-31 07:00:00,Morning,49,12,high,1.0,5,3
2,160,5,car,Hospital Complex,1055,50.0,6.31,2025-02-26 21:00:00,2025-02-27 09:00:00,Morning,49,12,high,1.0,12,1
2,161,1,car,Downtown Mall,961,45.0,14.73,2025-06-02 14:00:00,2025-06-02 17:00:00,Evening,49,12,high,1.0,3,0
2,162,2,car,Office District,1417,60.0,11.95,2025-03-26 21:00:00,2025-03-27 03:00:00,Night,49,12,high,1.0,6,2
2,163,1,car,Downtown Mall,1160,45.0,11.96,2025-05-11 23:00:00,2025-05-12 08:00:00,Morning,49,12,high,1.0,9,2
2,164,3,car,Residential Area,1484,25.0,10.73,2025-02-22 13:00:00,2025-02-22 16:00:00,Afternoon,49,12,high,1.0,3,1
2,165,3,car,Residential Area,509,25.0,11.01,2025-01-09 07:00:00,2025-01-09 16:00:00,Afternoon,49,12,high,1.0,9,0
2,166,2,car,Office District,534,60.0,10.57,2025-02-11 09:00:00,2025-02-11 12:00:00,Afternoon,49,12,high,1.0,3,3
2,167,5,car,Hospital Complex,1007,50.0,6.9,2025-04-09 12:00:00,2025-04-09 18:00:00,Evening,49,12,high,1.0,6,4
2,168,1,car,Downtown Mall,865,45.0,9.17,2025-02-09 02:00:00,2025-02-09 07:00:00,Morning,49,12,high,1.0,5,3
3,169,1,car,Downtown Mall,306,45.0,3.79,2025-03-28 12:00:00,2025-03-28 14:00:00,Afternoon,36,3,medium,0.4,2,2
3,170,4,car,Transit Hub,1109,35.0,3.01,2025-03-24 07:00:00,2025-03-24 18:00:00,Evening,36,3,medium,0.4,11,2
3,171,2,car,Office District,1079,60.0,2.05,2025-03-11 06:00:00,2025-03-11 13:00:00,Afternoon,36,3,medium,0.4,7,0
3,172,4,car,Transit Hub,363,35.0,3.42,2025-01-21 06:00:00,2025-01-21 15:00:00,Afternoon,36,3,medium,0.4,9,2
3,173,4,car,Transit Hub,1112,35.0,3.49,2025-03-15 08:00:00,2025-03-15 14:00:00,Afternoon,36,3,medium,0.4,6,2
3,174,4,car,Transit Hub,452,35.0,1.99,2025-03-04 16:00:00,2025-03-04 21:00:00,Night,36,3,medium,0.4,5,2
3,175,4,car,Transit Hub,241,35.0,3.54,2025-01-14 11:00:00,2025-01-14 20:00:00,Evening,36,3,medium,0.4,9,1
3,176,2,car,Office District,1328,60.0,3.04,2025-02-20 02:00:00,2025-02-20 13:00:00,Afternoon,36,3,medium,0.4,11,2
3,177,4,car,Transit Hub,134,35.0,3.33,2025-01-06 14:00:00,2025-01-07 00:00:00,Night,36,3,medium,0.4,10,0
3,178,4,car,Transit Hub,903,35.0,2.88,2025-01-03 04:00:00,2025-01-03 14:00:00,Afternoon,36,3,medium,0.4,10,0
3,179,4,car,Transit Hub,551,35.0,2.8,2025-01-19 07:00:00,2025-01-19 15:00:00,Afternoon,36,3,medium,0.4,8,3
3,180,2,car,Office District,950,60.0,3.47,2025-02-09 08:00:00,2025-02-09 11:00:00,Morning,36,3,medium,0.4,3,3
3,181,2,car,Office District,344,60.0,1.53,2025-04-03 06:00:00,2025-04-03 16:00:00,Afternoon,36,3,medium,0.4,10,2
3,182,2,car,Office District,757,60.0,4.54,2025-06-09 11:00:00,2025-06-09 17:00:00,Evening,36,3,medium,0.4,6,3
3,183,4,car,Transit Hub,267,35.0,4.62,2025-05-06 10:00:00,2025-05-06 19:00:00,Evening,36,3,medium,0.4,9,2
3,184,2,car,Office District,557,60.0,3.17,2025-02-02 07:00:00,2025-02-02 15:00:00,Afternoon,36,3,medium,0.4,8,1
3,185,4,car,Transit Hub,906,35.0,1.29,2025-06-22 07:00:00,2025-06-22 17:00:00,Evening,36,3,medium,0.4,10,1
3,186,4,car,Transit Hub,720,35.0,4.87,2025-01-03 01:00:00,2025-01-03 04:00:00,Night,36,3,medium,0.4,3,2
3,187,2,car,Office District,1006,60.0,3.38,2025-01-09 09:00:00,2025-01-09 18:00:00,Evening,36,3,medium,0.4,9,3
3,188,1,car,Downtown Mall,97,45.0,2.51,2025-06-26 20:00:00,2025-06-27 04:00:00,Night,36,3,medium,0.4,8,0
3,189,3,car,Residential Area,986,25.0,2.38,2025-06-04 23:00:00,2025-06-05 08:00:00,Morning,36,3,medium,0.4,9,1
3,190,4,car,Transit Hub,626,35.0,2.45,2025-05-18 10:00:00,2025-05-18 11:00:00,Morning,36,3,medium,0.4,1,3
3,191,4,car,Transit Hub,66,35.0,2.8,2025-06-04 06:00:00,2025-06-04 15:00:00,Afternoon,36,3,medium,0.4,9,0
3,192,4,car,Transit Hub,799,35.0,4.62,2025-06-13 09:00:00,2025-06-13 16:00:00,Afternoon,36,3,medium,0.4,7,0
3,193,2,car,Office District,641,60.0,2.53,2025-06-18 07:00:00,2025-06-18 16:00:00,Afternoon,36,3,medium,0.4,9,0
3,194,4,car,Transit Hub,1326,35.0,4.31,2025-04-04 14:00:00,2025-04-04 19:00:00,Evening,36,3,medium,0.4,5,0
3,195,2,car,Office District,744,60.0,3.35,2025-06-21 11:00:00,2025-06-21 17:00:00,Evening,36,3,medium,0.4,6,2
3,196,5,car,Hospital Complex,1283,50.0,4.47,2025-05-05 13:00:00,2025-05-05 17:00:00,Evening,36,3,medium,0.4,4,3
3,197,2,car,Office District,732,60.0,3.26,2025-02-07 08:00:00,2025-02-07 11:00:00,Morning,36,3,medium,0.4,3,3
3,198,2,car,Office District,336,60.0,1.37,2025-01-24 11:00:00,2025-01-24 20:00:00,Evening,36,3,medium,0.4,9,2
