timestamp,lot_id,day_of_week,hour,is_weekend,is_holiday,weather_condition,temperature,total_spots,occupied_spots,occupancy_rate,nearby_event,month,is_rush_hour
2025-01-01 16:00:00,3,2,16,0,1,Clear,18.4,80,18,23.2,0,1,0
2025-01-01 16:00:00,4,2,16,0,1,Clear,18.4,300,294,98.0,0,1,0
2025-01-01 16:00:00,5,2,16,0,1,Clear,18.4,120,63,52.63,0,1,0
2025-01-01 17:00:00,1,2,17,0,1,Clear,16.2,150,26,17.47,0,1,1
2025-01-01 17:00:00,2,2,17,0,1,Clear,16.2,200,57,28.67,0,1,1
2025-01-01 17:00:00,3,2,17,0,1,Clear,16.2,80,14,18.64,0,1,1
2025-01-01 17:00:00,4,2,17,0,1,Clear,16.2,300,121,40.51,0,1,1
2025-01-01 17:00:00,5,2,17,0,1,Clear,16.2,120,19,16.13,0,1,1
2025-01-01 18:00:00,1,2,18,0,1,Clear,13.6,150,23,15.74,0,1,1
2025-01-01 18:00:00,2,2,18,0,1,Clear,13.6,200,137,68.67,0,1,1
2025-01-01 18:00:00,3,2,18,0,1,Clear,13.6,80,5,7.13,0,1,1
2025-01-01 18:00:00,4,2,18,0,1,Clear,13.6,300,150,50.22,0,1,1
2025-01-01 18:00:00,5,2,18,0,1,Clear,13.6,120,43,35.89,0,1,1
2025-01-01 19:00:00,1,2,19,0,1,Clear,18.5,150,43,29.1,0,1,1
2025-01-01 19:00:00,2,2,19,0,1,Clear,18.5,200,111,55.81,0,1,1
2025-01-01 19:00:00,3,2,19,0,1,Clear,18.5,80,27,33.83,0,1,1
2025-01-01 19:00:00,4,2,19,0,1,Clear,18.5,300,207,69.16,0,1,1
2025-01-01 19:00:00,5,2,19,0,1,Clear,18.5,120,45,37.74,0,1,1
2025-01-01 20:00:00,1,2,20,0,1,Clear,11.0,150,54,36.28,0,1,0
2025-01-01 20:00:00,2,2,20,0,1,Clear,11.0,200,115,57.88,0,1,0
2025-01-01 20:00:00,3,2,20,0,1,Clear,11.0,80,53,67.12,0,1,0
2025-01-01 20:00:00,4,2,20,0,1,Clear,11.0,300,43,14.56,0,1,0
2025-01-01 20:00:00,5,2,20,0,1,Clear,11.0,120,49,41.48,0,1,0
2025-01-01 21:00:00,1,2,21,0,1,Clear,9.2,150,104,69.48,0,1,0
2025-01-01 21:00:00,2,2,21,0,1,Clear,9.2,200,10,5.0,0,1,0
2025-01-01 21:00:00,3,2,21,0,1,Clear,9.2,80,55,68.86,0,1,0
2025-01-01 21:00:00,4,2,21,0,1,Clear,9.2,300,59,19.92,0,1,0
2025-01-01 21:00:00,5,2,21,0,1,Clear,9.2,120,6,5.0,0,1,0
2025-01-01 22:00:00,1,2,22,0,1,Clear,8.6,150,68,45.49,0,1,0
2025-01-01 22:00:00,2,2,22,0,1,Clear,8.6,200,10,5.0,0,1,0
2025-01-01 22:00:00,3,2,22,0,1,Clear,8.6,80,56,70.56,0,1,0
2025-01-01 22:00:00,4,2,22,0,1,Clear,8.6,300,15,5.0,0,1,0
2025-01-01 22:00:00,5,2,22,0,1,Clear,8.6,120,44,37.35,0,1,0
2025-01-01 23:00:00,1,2,23,0,1,Clear,5.8,150,13,8.72,0,1,0
2025-01-01 23:00:00,2,2,23,0,1,Clear,5.8,200,10,5.0,0,1,0
2025-01-01 23:00:00,3,2,23,0,1,Clear,5.8,80,35,44.99,0,1,0
2025-01-01 23:00:00,4,2,23,0,1,Clear,5.8,300,192,64.16,0,1,0
2025-01-01 23:00:00,5,2,23,0,1,Clear,5.8,120,29,24.58,0,1,0
2025-01-02 00:00:00,1,3,0,0,0,Clear,15.2,150,117,78.25,0,1,0
2025-01-02 00:00:00,2,3,0,0,0,Clear,15.2,200,98,49.04,0,1,0
2025-01-02 00:00:00,3,3,0,0,0,Clear,15.2,80,23,29.21,0,1,0
2025-01-02 00:00:00,4,3,0,0,0,Clear,15.2,300,135,45.08,0,1,0
2025-01-02 00:00:00,5,3,0,0,0,Clear,15.2,120,64,53.43,0,1,0
2025-01-02 01:00:00,1,3,1,0,0,Rain,19.5,150,104,69.67,0,1,0
2025-01-02 01:00:00,2,3,1,0,0,Rain,19.5,200,48,24.23,0,1,0
2025-01-02 01:00:00,3,3,1,0,0,Rain,19.5,80,71,89.55,0,1,0
2025-01-02 01:00:00,4,3,1,0,0,Rain,19.5,300,230,76.91,0,1,0
2025-01-02 01:00:00,5,3,1,0,0,Rain,19.5,120,49,40.96,0,1,0
2025-01-02 02:00:00,1,3,2,0,0,Clear,17.6,150,110,73.44,0,1,0
2025-01-02 02:00:00,2,3,2,0,0,Clear,17.6,200,10,5.0,0,1,0
2025-01-02 02:00:00,3,3,2,0,0,Clear,17.6,80,63,78.81,0,1,0
2025-01-02 02:00:00,4,3,2,0,0,Clear,17.6,300,162,54.19,0,1,0
2025-01-02 02:00:00,5,3,2,0,0,Clear,17.6,120,58,48.86,0,1,0
2025-01-02 03:00:00,1,3,3,0,0,Rain,12.8,150,96,64.23,0,1,0
2025-01-02 03:00:00,2,3,3,0,0,Rain,12.8,200,73,36.73,0,1,0
2025-01-02 03:00:00,3,3,3,0,0,Rain,12.8,80,77,96.5,0,1,0
2025-01-02 03:00:00,4,3,3,0,0,Rain,12.8,300,294,98.0,0,1,0
2025-01-02 03:00:00,5,3,3,0,0,Rain,12.8,120,41,34.65,0,1,0
2025-01-02 04:00:00,1,3,4,0,0,Clear,10.7,150,27,18.23,0,1,0
2025-01-02 04:00:00,2,3,4,0,0,Clear,10.7,200,10,5.0,0,1,0
2025-01-02 04:00:00,3,3,4,0,0,Clear,10.7,80,73,91.46,0,1,0
2025-01-02 04:00:00,4,3,4,0,0,Clear,10.7,300,294,98.0,0,1,0
2025-01-02 04:00:00,5,3,4,0,0,Clear,10.7,120,56,47.17,0,1,0
2025-01-02 05:00:00,1,3,5,0,0,Clear,13.2,150,89,59.52,0,1,0
2025-01-02 05:00:00,2,3,5,0,0,Clear,13.2,200,37,18.89,0,1,0
2025-01-02 05:00:00,3,3,5,0,0,Clear,13.2,80,78,98.0,0,1,0
2025-01-02 05:00:00,4,3,5,0,0,Clear,13.2,300,84,28.04,0,1,0
2025-01-02 05:00:00,5,3,5,0,0,Clear,13.2,120,81,67.59,0,1,0
2025-01-02 06:00:00,1,3,6,0,0,Clear,16.9,150,121,80.82,0,1,0
2025-01-02 06:00:00,2,3,6,0,0,Clear,16.9,200,196,98.0,0,1,0
2025-01-02 06:00:00,3,3,6,0,0,Clear,16.9,80,76,95.55,0,1,0
2025-01-02 06:00:00,4,3,6,0,0,Clear,16.9,300,294,98.0,0,1,0
2025-01-02 06:00:00,5,3,6,0,0,Clear,16.9,120,64,53.52,0,1,0
2025-01-02 07:00:00,1,3,7,0,0,Clear,16.2,150,65,43.75,0,1,1
2025-01-02 07:00:00,2,3,7,0,0,Clear,16.2,200,196,98.0,0,1,1
2025-01-02 07:00:00,3,3,7,0,0,Clear,16.2,80,63,79.06,0,1,1
2025-01-02 07:00:00,4,3,7,0,0,Clear,16.2,300,294,98.0,0,1,1
2025-01-02 07:00:00,5,3,7,0,0,Clear,16.2,120,88,73.34,0,1,1
2025-01-02 08:00:00,1,3,8,0,0,Clear,17.3,150,87,58.25,0,1,1
2025-01-02 08:00:00,2,3,8,0,0,Clear,17.3,200,146,73.03,0,1,1
2025-01-02 08:00:00,3,3,8,0,0,Clear,17.3,80,22,27.89,0,1,1
2025-01-02 08:00:00,4,3,8,0,0,Clear,17.3,300,294,98.0,0,1,1
2025-01-02 08:00:00,5,3,8,0,0,Clear,17.3,120,117,98.0,0,1,1
2025-01-02 09:00:00,1,3,9,0,0,Rain,14.6,150,77,51.7,0,1,1
2025-01-02 09:00:00,2,3,9,0,0,Rain,14.6,200,196,98.0,0,1,1
2025-01-02 09:00:00,3,3,9,0,0,Rain,14.6,80,73,91.77,0,1,1
2025-01-02 09:00:00,4,3,9,0,0,Rain,14.6,300,294,98.0,0,1,1
2025-01-02 09:00:00,5,3,9,0,0,Rain,14.6,120,79,66.06,0,1,1
2025-01-02 10:00:00,1,3,10,0,0,Clear,18.6,150,30,20.53,0,1,0
2025-01-02 10:00:00,2,3,10,0,0,Clear,18.6,200,196,98.0,0,1,0
2025-01-02 10:00:00,3,3,10,0,0,Clear,18.6,80,44,55.36,0,1,0
2025-01-02 10:00:00,4,3,10,0,0,Clear,18.6,300,190,63.61,0,1,0
2025-01-02 10:00:00,5,3,10,0,0,Clear,18.6,120,109,91.5,0,1,0
2025-01-02 11:00:00,1,3,11,0,0,Clear,14.2,150,55,36.86,0,1,0
2025-01-02 11:00:00,2,3,11,0,0,Clear,14.2,200,161,80.73,0,1,0
2025-01-02 11:00:00,3,3,11,0,0,Clear,14.2,80,45,57.14,0,1,0
2025-01-02 11:00:00,4,3,11,0,0,Clear,14.2,300,231,77.03,0,1,0
2025-01-02 11:00:00,5,3,11,0,0,Clear,14.2,120,108,90.1,0,1,0
2025-01-02 12:00:00,1,3,12,0,0,Rain,7.3,150,147,98.0,0,1,0
2025-01-02 12:00:00,2,3,12,0,0,Rain,7.3,200,196,98.0,0,1,0
2025-01-02 12:00:00,3,3,12,0,0,Rain,7.3,80,67,84.68,0,1,0
2025-01-02 12:00:00,4,3,12,0,0,Rain,7.3,300,185,61.97,0,1,0
2025-01-02 12:00:00,5,3,12,0,0,Rain,7.3,120,86,72.43,0,1,0
2025-01-02 13:00:00,1,3,13,0,0,Cloudy,17.6,150,102,68.36,0,1,0
2025-01-02 13:00:00,2,3,13,0,0,Cloudy,17.6,200,158,79.39,0,1,0
2025-01-02 13:00:00,3,3,13,0,0,Cloudy,17.6,80,53,66.35,0,1,0
2025-01-02 13:00:00,4,3,13,0,0,Cloudy,17.6,300,68,22.69,0,1,0
2025-01-02 13:00:00,5,3,13,0,0,Cloudy,17.6,120,117,98.0,0,1,0
2025-01-02 14:00:00,1,3,14,0,0,Clear,10.0,150,69,46.2,0,1,0
2025-01-02 14:00:00,2,3,14,0,0,Clear,10.0,200,73,36.63,0,1,0
2025-01-02 14:00:00,3,3,14,0,0,Clear,10.0,80,47,59.58,0,1,0
2025-01-02 14:00:00,4,3,14,0,0,Clear,10.0,300,200,66.83,0,1,0
2025-01-02 14:00:00,5,3,14,0,0,Clear,10.0,120,62,52.25,0,1,0
2025-01-02 15:00:00,1,3,15,0,0,Rain,11.8,150,63,42.37,0,1,0
2025-01-02 15:00:00,2,3,15,0,0,Rain,11.8,200,166,83.21,0,1,0
2025-01-02 15:00:00,3,3,15,0,0,Rain,11.8,80,5,7.27,0,1,0
2025-01-02 15:00:00,4,3,15,0,0,Rain,11.8,300,205,68.61,0,1,0
2025-01-02 15:00:00,5,3,15,0,0,Rain,11.8,120,108,90.36,0,1,0
2025-01-02 16:00:00,1,3,16,0,0,Clear,11.3,150,88,59.23,0,1,0
2025-01-02 16:00:00,2,3,16,0,0,Clear,11.3,200,190,95.41,0,1,0
2025-01-02 16:00:00,3,3,16,0,0,Clear,11.3,80,68,85.22,0,1,0
2025-01-02 16:00:00,4,3,16,0,0,Clear,11.3,300,294,98.0,0,1,0
2025-01-02 16:00:00,5,3,16,0,0,Clear,11.3,120,93,77.78,0,1,0
2025-01-02 17:00:00,1,3,17,0,0,Clear,20.0,150,56,37.34,0,1,1
2025-01-02 17:00:00,2,3,17,0,0,Clear,20.0,200,196,98.0,0,1,1
2025-01-02 17:00:00,3,3,17,0,0,Clear,20.0,80,32,40.48,0,1,1
2025-01-02 17:00:00,4,3,17,0,0,Clear,20.0,300,294,98.0,0,1,1
2025-01-02 17:00:00,5,3,17,0,0,Clear,20.0,120,100,83.9,0,1,1
2025-01-02 18:00:00,1,3,18,0,0,Clear,18.5,150,105,70.16,0,1,1
2025-01-02 18:00:00,2,3,18,0,0,Clear,18.5,200,154,77.33,0,1,1
2025-01-02 18:00:00,3,3,18,0,0,Clear,18.5,80,30,38.18,0,1,1
2025-01-02 18:00:00,4,3,18,0,0,Clear,18.5,300,271,90.41,0,1,1
2025-01-02 18:00:00,5,3,18,0,0,Clear,18.5,120,80,66.68,0,1,1
2025-01-02 19:00:00,1,3,19,0,0,Rain,11.8,150,147,98.0,0,1,1
2025-01-02 19:00:00,2,3,19,0,0,Rain,11.8,200,76,38.38,0,1,1
2025-01-02 19:00:00,3,3,19,0,0,Rain,11.8,80,78,98.0,0,1,1
2025-01-02 19:00:00,4,3,19,0,0,Rain,11.8,300,294,98.0,0,1,1
2025-01-02 19:00:00,5,3,19,0,0,Rain,11.8,120,27,22.92,0,1,1
2025-01-02 20:00:00,1,3,20,0,0,Clear,7.7,150,73,49.31,0,1,0
2025-01-02 20:00:00,2,3,20,0,0,Clear,7.7,200,91,45.55,0,1,0
2025-01-02 20:00:00,3,3,20,0,0,Clear,7.7,80,50,63.24,0,1,0
2025-01-02 20:00:00,4,3,20,0,0,Clear,7.7,300,294,98.0,0,1,0
2025-01-02 20:00:00,5,3,20,0,0,Clear,7.7,120,106,88.39,0,1,0
2025-01-02 21:00:00,1,3,21,0,0,Clear,8.3,150,147,98.0,0,1,0
2025-01-02 21:00:00,2,3,21,0,0,Clear,8.3,200,62,31.04,0,1,0
2025-01-02 21:00:00,3,3,21,0,0,Clear,8.3,80,50,62.77,0,1,0
2025-01-02 21:00:00,4,3,21,0,0,Clear,8.3,300,155,51.89,0,1,0
2025-01-02 21:00:00,5,3,21,0,0,Clear,8.3,120,92,77.23,0,1,0
2025-01-02 22:00:00,1,3,22,0,0,Rain,8.6,150,103,68.74,0,1,0
2025-01-02 22:00:00,2,3,22,0,0,Rain,8.6,200,11,5.58,0,1,0
2025-01-02 22:00:00,3,3,22,0,0,Rain,8.6,80,78,98.0,0,1,0
2025-01-02 22:00:00,4,3,22,0,0,Rain,8.6,300,257,85.86,0,1,0
2025-01-02 22:00:00,5,3,22,0,0,Rain,8.6,120,78,65.73,0,1,0
2025-01-02 23:00:00,1,3,23,0,0,Rain,8.1,150,147,98.0,0,1,0
2025-01-02 23:00:00,2,3,23,0,0,Rain,8.1,200,59,29.78,0,1,0
2025-01-02 23:00:00,3,3,23,0,0,Rain,8.1,80,77,96.91,0,1,0
2025-01-02 23:00:00,4,3,23,0,0,Rain,8.1,300,248,82.9,0,1,0
2025-01-02 23:00:00,5,3,23,0,0,Rain,8.1,120,52,43.47,0,1,0
2025-01-03 00:00:00,1,4,0,0,0,Clear,18.4,150,77,51.93,0,1,0
2025-01-03 00:00:00,2,4,0,0,0,Clear,18.4,200,78,39.23,0,1,0
2025-01-03 00:00:00,3,4,0,0,0,Clear,18.4,80,58,73.39,0,1,0
2025-01-03 00:00:00,4,4,0,0,0,Clear,18.4,300,89,29.79,0,1,0
2025-01-03 00:00:00,5,4,0,0,0,Clear,18.4,120,6,5.0,0,1,0
2025-01-03 01:00:00,1,4,1,0,0,Clear,11.1,150,120,80.15,0,1,0
2025-01-03 01:00:00,2,4,1,0,0,Clear,11.1,200,10,5.0,0,1,0
2025-01-03 01:00:00,3,4,1,0,0,Clear,11.1,80,78,98.0,0,1,0
2025-01-03 01:00:00,4,4,1,0,0,Clear,11.1,300,210,70.28,0,1,0
2025-01-03 01:00:00,5,4,1,0,0,Clear,11.1,120,43,36.58,0,1,0
2025-01-03 02:00:00,1,4,2,0,0,Rain,7.1,150,110,73.81,0,1,0
2025-01-03 02:00:00,2,4,2,0,0,Rain,7.1,200,85,42.53,0,1,0
2025-01-03 02:00:00,3,4,2,0,0,Rain,7.1,80,78,98.0,0,1,0
2025-01-03 02:00:00,4,4,2,0,0,Rain,7.1,300,235,78.51,0,1,0
2025-01-03 02:00:00,5,4,2,0,0,Rain,7.1,120,42,35.76,0,1,0
2025-01-03 03:00:00,1,4,3,0,0,Clear,13.1,150,95,63.58,0,1,0
2025-01-03 03:00:00,2,4,3,0,0,Clear,13.1,200,10,5.0,0,1,0
2025-01-03 03:00:00,3,4,3,0,0,Clear,13.1,80,78,98.0,0,1,0
2025-01-03 03:00:00,4,4,3,0,0,Clear,13.1,300,207,69.27,0,1,0
2025-01-03 03:00:00,5,4,3,0,0,Clear,13.1,120,41,34.4,0,1,0
2025-01-03 04:00:00,1,4,4,0,0,Cloudy,12.9,150,77,51.51,0,1,0
2025-01-03 04:00:00,2,4,4,0,0,Cloudy,12.9,200,10,5.0,0,1,0
2025-01-03 04:00:00,3,4,4,0,0,Cloudy,12.9,80,76,95.9,0,1,0
2025-01-03 04:00:00,4,4,4,0,0,Cloudy,12.9,300,121,40.54,0,1,0
2025-01-03 04:00:00,5,4,4,0,0,Cloudy,12.9,120,59,49.21,0,1,0
2025-01-03 05:00:00,1,4,5,0,0,Rain,17.4,150,48,32.19,0,1,0
2025-01-03 05:00:00,2,4,5,0,0,Rain,17.4,200,42,21.35,0,1,0
2025-01-03 05:00:00,3,4,5,0,0,Rain,17.4,80,78,98.0,0,1,0
2025-01-03 05:00:00,4,4,5,0,0,Rain,17.4,300,294,98.0,0,1,0
2025-01-03 05:00:00,5,4,5,0,0,Rain,17.4,120,84,70.21,0,1,0
2025-01-03 06:00:00,1,4,6,0,0,Clear,18.7,150,28,18.98,0,1,0
2025-01-03 06:00:00,2,4,6,0,0,Clear,18.7,200,66,33.01,0,1,0
2025-01-03 06:00:00,3,4,6,0,0,Clear,18.7,80,60,75.38,0,1,0
2025-01-03 06:00:00,4,4,6,0,0,Clear,18.7,300,294,98.0,0,1,0
2025-01-03 06:00:00,5,4,6,0,0,Clear,18.7,120,93,77.94,0,1,0
2025-01-03 07:00:00,1,4,7,0,0,Clear,14.0,150,70,46.86,0,1,1
2025-01-03 07:00:00,2,4,7,0,0,Clear,14.0,200,164,82.21,0,1,1
2025-01-03 07:00:00,3,4,7,0,0,Clear,14.0,80,44,55.83,0,1,1
2025-01-03 07:00:00,4,4,7,0,0,Clear,14.0,300,262,87.42,0,1,1
2025-01-03 07:00:00,5,4,7,0,0,Clear,14.0,120,37,31.21,0,1,1
2025-01-03 08:00:00,1,4,8,0,0,Rain,9.5,150,76,51.02,0,1,1
2025-01-03 08:00:00,2,4,8,0,0,Rain,9.5,200,196,98.0,0,1,1
2025-01-03 08:00:00,3,4,8,0,0,Rain,9.5,80,45,57.18,0,1,1
2025-01-03 08:00:00,4,4,8,0,0,Rain,9.5,300,294,98.0,0,1,1
2025-01-03 08:00:00,5,4,8,0,0,Rain,9.5,120,90,75.72,0,1,1
2025-01-03 09:00:00,1,4,9,0,0,Clear,8.9,150,123,82.51,0,1,1
2025-01-03 09:00:00,2,4,9,0,0,Clear,8.9,200,166,83.11,0,1,1
2025-01-03 09:00:00,3,4,9,0,0,Clear,8.9,80,33,42.05,0,1,1
2025-01-03 09:00:00,4,4,9,0,0,Clear,8.9,300,294,98.0,0,1,1
2025-01-03 09:00:00,5,4,9,0,0,Clear,8.9,120,98,82.1,0,1,1
2025-01-03 10:00:00,1,4,10,0,0,Clear,16.6,150,96,64.13,0,1,0
2025-01-03 10:00:00,2,4,10,0,0,Clear,16.6,200,196,98.0,0,1,0
2025-01-03 10:00:00,3,4,10,0,0,Clear,16.6,80,18,23.33,0,1,0
2025-01-03 10:00:00,4,4,10,0,0,Clear,16.6,300,294,98.0,0,1,0
2025-01-03 10:00:00,5,4,10,0,0,Clear,16.6,120,117,98.0,0,1,0
2025-01-03 11:00:00,1,4,11,0,0,Rain,15.4,150,91,60.69,0,1,0
2025-01-03 11:00:00,2,4,11,0,0,Rain,15.4,200,196,98.0,0,1,0
2025-01-03 11:00:00,3,4,11,0,0,Rain,15.4,80,4,5.59,0,1,0
2025-01-03 11:00:00,4,4,11,0,0,Rain,15.4,300,169,56.57,0,1,0
2025-01-03 11:00:00,5,4,11,0,0,Rain,15.4,120,109,90.99,0,1,0
2025-01-03 12:00:00,1,4,12,0,0,Snow,7.1,150,131,87.51,0,1,0
2025-01-03 12:00:00,2,4,12,0,0,Snow,7.1,200,196,98.0,0,1,0
2025-01-03 12:00:00,3,4,12,0,0,Snow,7.1,80,42,53.19,0,1,0
2025-01-03 12:00:00,4,4,12,0,0,Snow,7.1,300,143,47.87,0,1,0
2025-01-03 12:00:00,5,4,12,0,0,Snow,7.1,120,117,98.0,0,1,0
2025-01-03 13:00:00,1,4,13,0,0,Rain,14.9,150,146,97.49,0,1,0
