timestamp,lot_id,day_of_week,hour,is_weekend,is_holiday,weather_condition,temperature,total_spots,occupied_spots,occupancy_rate,nearby_event,month,is_rush_hour,week_of_year,spots_available,new_bookings_this_hour,bookings_ending_this_hour,avg_duration_this_hour,rolling_avg_7days,rolling_avg_30days,peak_occupancy_next_3hrs,seasonal_index,trend_component,special_event_flag
2025-01-01 03:00:00,4,2,3,0,1,Rain,19.2,300,54,18.16,0,1,0,1,246,8,7,2.67,26.08,26.08,98.0,1.1,1.0018,0
2025-01-01 03:00:00,5,2,3,0,1,Rain,19.2,120,28,23.35,0,1,0,1,92,4,4,2.32,27.28,27.28,75.21,1.1,1.0019,0
2025-01-01 04:00:00,1,2,4,0,1,Cloudy,14.1,150,85,56.79,0,1,0,1,65,9,13,3.62,58.47,58.47,64.88,1.1,1.002,0
2025-01-01 04:00:00,2,2,4,0,1,Cloudy,14.1,200,10,5.0,0,1,0,1,190,1,1,1.78,18.21,18.21,82.97,1.1,1.0021,0
2025-01-01 04:00:00,3,2,4,0,1,Cloudy,14.1,80,12,16.25,0,1,0,1,68,1,1,2.51,38.51,38.51,72.54,1.1,1.0022,0
2025-01-01 04:00:00,4,2,4,0,1,Cloudy,14.1,300,212,70.94,0,1,0,1,88,31,20,3.41,35.05,35.05,98.0,1.1,1.0023,0
2025-01-01 04:00:00,5,2,4,0,1,Cloudy,14.1,120,38,31.71,0,1,0,1,82,5,3,2.18,28.17,28.17,75.21,1.1,1.0024,0
2025-01-01 05:00:00,1,2,5,0,1,Clear,16.6,150,30,20.29,0,1,0,1,120,5,3,1.94,52.11,52.11,64.88,1.1,1.0025,0
2025-01-01 05:00:00,2,2,5,0,1,Clear,16.6,200,74,37.28,0,1,0,1,126,11,6,4.35,21.39,21.39,82.97,1.1,1.0026,0
2025-01-01 05:00:00,3,2,5,0,1,Clear,16.6,80,45,56.29,0,1,0,1,35,8,5,3.45,41.47,41.47,72.54,1.1,1.0027,0
2025-01-01 05:00:00,4,2,5,0,1,Clear,16.6,300,271,90.52,0,1,0,1,29,48,35,2.81,44.3,44.3,98.0,1.1,1.0028,0
2025-01-01 05:00:00,5,2,5,0,1,Clear,16.6,120,80,67.28,0,1,0,1,40,12,7,2.82,34.69,34.69,75.21,1.1,1.0029,0
2025-01-01 06:00:00,1,2,6,0,1,Snow,11.1,150,97,64.88,0,1,0,1,53,13,10,3.3,53.93,53.93,36.77,1.1,1.003,0
2025-01-01 06:00:00,2,2,6,0,1,Snow,11.1,200,165,82.97,0,1,0,1,35,28,15,3.29,30.18,30.18,67.66,1.1,1.0031,0
2025-01-01 06:00:00,3,2,6,0,1,Snow,11.1,80,35,44.13,0,1,0,1,45,5,5,3.88,41.85,41.85,72.54,1.1,1.0032,0
2025-01-01 06:00:00,4,2,6,0,1,Snow,11.1,300,294,98.0,0,1,0,1,6,37,33,3.42,51.97,51.97,98.0,1.1,1.0033,0
2025-01-01 06:00:00,5,2,6,0,1,Snow,11.1,120,90,75.21,0,1,0,1,30,9,10,3.04,40.48,40.48,40.85,1.1,1.0034,0
2025-01-01 07:00:00,1,2,7,0,1,Clear,11.6,150,7,5.0,0,1,1,1,143,0,1,1.56,47.82,47.82,36.77,1.1,1.0035,0
2025-01-01 07:00:00,2,2,7,0,1,Clear,11.6,200,103,51.76,0,1,1,1,97,18,16,3.82,32.88,32.88,71.1,1.1,1.0036,0
2025-01-01 07:00:00,3,2,7,0,1,Clear,11.6,80,58,72.54,0,1,1,1,22,5,7,2.44,45.69,45.69,33.0,1.1,1.0037,0
2025-01-01 07:00:00,4,2,7,0,1,Clear,11.6,300,294,98.0,0,1,1,1,6,48,47,4.05,57.72,57.72,65.48,1.1,1.0038,0
2025-01-01 07:00:00,5,2,7,0,1,Clear,11.6,120,49,40.85,0,1,1,1,71,8,5,1.81,40.52,40.52,60.7,1.1,1.0039,0
2025-01-01 08:00:00,1,2,8,0,1,Clear,14.3,150,7,5.0,0,1,1,1,143,0,1,2.13,43.06,43.06,36.77,1.1,1.004,0
2025-01-01 08:00:00,2,2,8,0,1,Clear,14.3,200,114,57.11,0,1,1,1,86,20,11,3.47,35.57,35.57,95.92,1.1,1.0041,0
2025-01-01 08:00:00,3,2,8,0,1,Clear,14.3,80,26,33.0,0,1,1,1,54,4,3,3.25,44.28,44.28,24.28,1.1,1.0042,0
2025-01-01 08:00:00,4,2,8,0,1,Clear,14.3,300,196,65.48,0,1,1,1,104,29,33,2.62,58.59,58.59,53.45,1.1,1.0043,0
2025-01-01 08:00:00,5,2,8,0,1,Clear,14.3,120,6,5.0,0,1,1,1,114,0,0,2.78,36.58,36.58,60.7,1.1,1.0044,0
2025-01-01 09:00:00,1,2,9,0,1,Clear,8.6,150,55,36.77,0,1,1,1,95,6,8,4.3,42.43,42.43,50.82,1.1,1.0045,0
2025-01-01 09:00:00,2,2,9,0,1,Clear,8.6,200,135,67.66,0,1,1,1,65,24,15,2.43,38.78,38.78,95.92,1.1,1.0046,0
2025-01-01 09:00:00,3,2,9,0,1,Clear,8.6,80,4,5.0,0,1,1,1,76,0,0,3.05,40.35,40.35,44.6,1.1,1.0047,0
2025-01-01 09:00:00,4,2,9,0,1,Clear,8.6,300,160,53.45,0,1,1,1,140,18,20,1.6,58.07,58.07,67.69,1.1,1.0048,0
2025-01-01 09:00:00,5,2,9,0,1,Clear,8.6,120,29,24.22,0,1,1,1,91,3,3,2.07,35.34,35.34,60.7,1.1,1.0049,0
2025-01-01 10:00:00,1,2,10,0,1,Snow,12.1,150,36,24.11,0,1,0,1,114,3,3,1.87,40.76,40.76,50.82,1.1,1.005,0
2025-01-01 10:00:00,2,2,10,0,1,Snow,12.1,200,142,71.1,0,1,0,1,58,24,20,1.8,41.72,41.72,95.92,1.1,1.0051,0
2025-01-01 10:00:00,3,2,10,0,1,Snow,12.1,80,12,15.99,0,1,0,1,68,1,1,3.0,38.14,38.14,57.57,1.1,1.0052,0
2025-01-01 10:00:00,4,2,10,0,1,Snow,12.1,300,86,28.93,0,1,0,1,214,10,10,3.67,55.42,55.42,80.12,1.1,1.0053,0
2025-01-01 10:00:00,5,2,10,0,1,Snow,12.1,120,72,60.7,0,1,0,1,48,8,11,4.24,37.65,37.65,56.05,1.1,1.0054,0
2025-01-01 11:00:00,1,2,11,0,1,Clear,10.5,150,19,13.12,0,1,0,1,131,1,2,4.16,38.46,38.46,57.31,1.1,1.0055,0
2025-01-01 11:00:00,2,2,11,0,1,Clear,10.5,200,191,95.92,0,1,0,1,9,27,20,2.2,46.24,46.24,54.58,1.1,1.0056,0
2025-01-01 11:00:00,3,2,11,0,1,Clear,10.5,80,19,24.28,0,1,0,1,61,3,1,2.27,36.98,36.98,98.0,1.1,1.0057,0
2025-01-01 11:00:00,4,2,11,0,1,Clear,10.5,300,64,21.51,0,1,0,1,236,12,5,1.79,52.6,52.6,80.12,1.1,1.0058,0
2025-01-01 11:00:00,5,2,11,0,1,Clear,10.5,120,67,56.05,0,1,0,1,53,12,10,3.92,39.18,39.18,50.11,1.1,1.0059,0
2025-01-01 12:00:00,1,2,12,0,1,Snow,18.8,150,76,50.82,0,1,0,1,74,10,7,2.05,39.41,39.41,57.31,1.1,1.006,0
2025-01-01 12:00:00,2,2,12,0,1,Snow,18.8,200,105,52.98,0,1,0,1,95,15,16,3.93,46.76,46.76,54.58,1.1,1.0061,0
2025-01-01 12:00:00,3,2,12,0,1,Snow,18.8,80,35,44.6,0,1,0,1,45,6,5,2.81,37.57,37.57,98.0,1.1,1.0062,0
2025-01-01 12:00:00,4,2,12,0,1,Snow,18.8,300,203,67.69,0,1,0,1,97,27,27,2.86,53.76,53.76,80.12,1.1,1.0063,0
2025-01-01 12:00:00,5,2,12,0,1,Snow,18.8,120,60,50.11,0,1,0,1,60,11,7,4.18,40.02,40.02,47.5,1.1,1.0064,0
2025-01-01 13:00:00,1,2,13,0,1,Clear,12.3,150,42,28.5,0,1,0,1,108,4,4,3.05,38.63,38.63,81.18,1.1,1.0065,0
2025-01-01 13:00:00,2,2,13,0,1,Clear,12.3,200,17,8.92,0,1,0,1,183,2,2,3.35,44.05,44.05,68.84,1.1,1.0066,0
2025-01-01 13:00:00,3,2,13,0,1,Clear,12.3,80,46,57.57,0,1,0,1,34,4,6,1.77,39.0,39.0,98.0,1.1,1.0067,0
2025-01-01 13:00:00,4,2,13,0,1,Clear,12.3,300,240,80.12,0,1,0,1,60,43,20,3.96,55.64,55.64,98.0,1.1,1.0068,0
2025-01-01 13:00:00,5,2,13,0,1,Clear,12.3,120,53,44.47,0,1,0,1,67,10,7,2.18,40.34,40.34,52.63,1.1,1.0069,0
2025-01-01 14:00:00,1,2,14,0,1,Clear,8.8,150,85,57.31,0,1,0,1,65,10,10,3.15,39.88,39.88,81.18,1.1,1.007,0
2025-01-01 14:00:00,2,2,14,0,1,Clear,8.8,200,109,54.58,0,1,0,1,91,15,10,1.96,44.75,44.75,68.84,1.1,1.0071,0
2025-01-01 14:00:00,3,2,14,0,1,Clear,8.8,80,78,98.0,0,1,0,1,2,13,9,2.94,42.93,42.93,23.2,1.1,1.0072,0
2025-01-01 14:00:00,4,2,14,0,1,Clear,8.8,300,200,66.99,0,1,0,1,100,22,21,1.82,56.4,56.4,98.0,1.1,1.0073,0
2025-01-01 14:00:00,5,2,14,0,1,Clear,8.8,120,57,47.5,0,1,0,1,63,10,7,3.63,40.82,40.82,52.63,1.1,1.0074,0
2025-01-01 15:00:00,1,2,15,0,1,Clear,8.6,150,22,15.11,0,1,0,1,128,2,2,2.54,38.33,38.33,81.18,1.1,1.0075,0
2025-01-01 15:00:00,2,2,15,0,1,Clear,8.6,200,55,27.89,0,1,0,1,145,7,4,2.79,43.7,43.7,68.84,1.1,1.0076,0
2025-01-01 15:00:00,3,2,15,0,1,Clear,8.6,80,4,5.0,0,1,0,1,76,0,0,3.91,40.56,40.56,23.2,1.1,1.0077,0
2025-01-01 15:00:00,4,2,15,0,1,Clear,8.6,300,68,22.84,0,1,0,1,232,9,11,3.76,54.3,54.3,98.0,1.1,1.0078,0
2025-01-01 15:00:00,5,2,15,0,1,Clear,8.6,120,28,23.66,0,1,0,1,92,5,4,1.76,39.74,39.74,52.63,1.1,1.0079,0
2025-01-01 16:00:00,1,2,16,0,1,Clear,18.4,150,121,81.18,0,1,0,1,29,16,12,2.4,40.85,40.85,29.1,1.1,1.008,0
2025-01-01 16:00:00,2,2,16,0,1,Clear,18.4,200,137,68.84,0,1,0,1,63,17,16,2.43,45.18,45.18,68.67,1.1,1.0081,0
2025-01-01 16:00:00,3,2,16,0,1,Clear,18.4,80,18,23.2,0,1,0,1,62,2,2,3.34,39.54,39.54,33.83,1.1,1.0082,0
2025-01-01 16:00:00,4,2,16,0,1,Clear,18.4,300,294,98.0,0,1,0,1,6,48,37,4.02,56.87,56.87,69.16,1.1,1.0083,0
2025-01-01 16:00:00,5,2,16,0,1,Clear,18.4,120,63,52.63,0,1,0,1,57,9,7,3.34,40.5,40.5,37.74,1.1,1.0084,0
2025-01-01 17:00:00,1,2,17,0,1,Clear,16.2,150,26,17.47,0,1,1,1,124,4,4,3.04,39.55,39.55,36.28,1.1,1.0085,0
2025-01-01 17:00:00,2,2,17,0,1,Clear,16.2,200,57,28.67,0,1,1,1,143,10,4,3.78,44.26,44.26,68.67,1.1,1.0086,0
2025-01-01 17:00:00,3,2,17,0,1,Clear,16.2,80,14,18.64,0,1,1,1,66,2,1,3.02,38.38,38.38,67.12,1.1,1.0087,0
2025-01-01 17:00:00,4,2,17,0,1,Clear,16.2,300,121,40.51,0,1,1,1,179,20,13,2.38,55.96,55.96,69.16,1.1,1.0088,0
2025-01-01 17:00:00,5,2,17,0,1,Clear,16.2,120,19,16.13,0,1,1,1,101,3,1,3.84,39.15,39.15,41.48,1.1,1.0089,0
2025-01-01 18:00:00,1,2,18,0,1,Clear,13.6,150,23,15.74,0,1,1,1,127,3,2,3.47,38.3,38.3,69.48,1.1,1.009,0
2025-01-01 18:00:00,2,2,18,0,1,Clear,13.6,200,137,68.67,0,1,1,1,63,16,13,3.57,45.55,45.55,57.88,1.1,1.0091,0
2025-01-01 18:00:00,3,2,18,0,1,Clear,13.6,80,5,7.13,0,1,1,1,75,0,0,4.07,36.73,36.73,68.86,1.1,1.0092,0
2025-01-01 18:00:00,4,2,18,0,1,Clear,13.6,300,150,50.22,0,1,1,1,150,19,12,2.07,55.66,55.66,69.16,1.1,1.0093,0
2025-01-01 18:00:00,5,2,18,0,1,Clear,13.6,120,43,35.89,0,1,1,1,77,6,6,3.0,38.98,38.98,41.48,1.1,1.0094,0
2025-01-01 19:00:00,1,2,19,0,1,Clear,18.5,150,43,29.1,0,1,1,1,107,8,5,1.75,37.84,37.84,69.48,1.1,1.0095,0
2025-01-01 19:00:00,2,2,19,0,1,Clear,18.5,200,111,55.81,0,1,1,1,89,12,15,4.44,46.06,46.06,57.88,1.1,1.0096,0
2025-01-01 19:00:00,3,2,19,0,1,Clear,18.5,80,27,33.83,0,1,1,1,53,4,2,3.55,36.59,36.59,70.56,1.1,1.0097,0
2025-01-01 19:00:00,4,2,19,0,1,Clear,18.5,300,207,69.16,0,1,1,1,93,35,34,3.82,56.33,56.33,19.92,1.1,1.0098,0
2025-01-01 19:00:00,5,2,19,0,1,Clear,18.5,120,45,37.74,0,1,1,1,75,4,7,3.43,38.91,38.91,41.48,1.1,1.0099,0
2025-01-01 20:00:00,1,2,20,0,1,Clear,11.0,150,54,36.28,0,1,0,1,96,10,9,2.7,37.76,37.76,69.48,1.1,1.01,0
2025-01-01 20:00:00,2,2,20,0,1,Clear,11.0,200,115,57.88,0,1,0,1,85,11,20,4.44,46.62,46.62,5.0,1.1,1.0101,0
2025-01-01 20:00:00,3,2,20,0,1,Clear,11.0,80,53,67.12,0,1,0,1,27,8,4,3.64,38.04,38.04,70.56,1.1,1.0102,0
2025-01-01 20:00:00,4,2,20,0,1,Clear,11.0,300,43,14.56,0,1,0,1,257,5,7,2.48,54.35,54.35,64.16,1.1,1.0103,0
2025-01-01 20:00:00,5,2,20,0,1,Clear,11.0,120,49,41.48,0,1,0,1,71,5,8,4.11,39.04,39.04,37.35,1.1,1.0104,0
2025-01-01 21:00:00,1,2,21,0,1,Clear,9.2,150,104,69.48,0,1,0,1,46,11,10,2.22,39.2,39.2,78.25,1.1,1.0105,0
2025-01-01 21:00:00,2,2,21,0,1,Clear,9.2,200,10,5.0,0,1,0,1,190,1,1,3.18,44.73,44.73,49.04,1.1,1.0106,0
2025-01-01 21:00:00,3,2,21,0,1,Clear,9.2,80,55,68.86,0,1,0,1,25,5,6,2.99,39.44,39.44,70.56,1.1,1.0107,0
2025-01-01 21:00:00,4,2,21,0,1,Clear,9.2,300,59,19.92,0,1,0,1,241,8,4,1.71,52.78,52.78,64.16,1.1,1.0108,0
2025-01-01 21:00:00,5,2,21,0,1,Clear,9.2,120,6,5.0,0,1,0,1,114,1,0,4.1,37.49,37.49,53.43,1.1,1.0109,0
2025-01-01 22:00:00,1,2,22,0,1,Clear,8.6,150,68,45.49,0,1,0,1,82,11,9,4.11,39.48,39.48,78.25,1.1,1.011,0
2025-01-01 22:00:00,2,2,22,0,1,Clear,8.6,200,10,5.0,0,1,0,1,190,1,1,2.19,43.0,43.0,49.04,1.1,1.0111,0
2025-01-01 22:00:00,3,2,22,0,1,Clear,8.6,80,56,70.56,0,1,0,1,24,7,5,2.67,40.8,40.8,89.55,1.1,1.0112,0
2025-01-01 22:00:00,4,2,22,0,1,Clear,8.6,300,15,5.0,0,1,0,1,285,2,1,2.38,50.7,50.7,76.91,1.1,1.0113,0
2025-01-01 22:00:00,5,2,22,0,1,Clear,8.6,120,44,37.35,0,1,0,1,76,8,7,2.61,37.48,37.48,53.43,1.1,1.0114,0
2025-01-01 23:00:00,1,2,23,0,1,Clear,5.8,150,13,8.72,0,1,0,1,137,2,1,4.1,38.2,38.2,78.25,1.1,1.0115,0
2025-01-01 23:00:00,2,2,23,0,1,Clear,5.8,200,10,5.0,0,1,0,1,190,1,0,3.76,41.42,41.42,49.04,1.1,1.0116,0
2025-01-01 23:00:00,3,2,23,0,1,Clear,5.8,80,35,44.99,0,1,0,1,45,6,3,2.84,40.97,40.97,89.55,1.1,1.0117,0
2025-01-01 23:00:00,4,2,23,0,1,Clear,5.8,300,192,64.16,0,1,0,1,108,35,31,1.8,51.26,51.26,76.91,1.1,1.0118,0
2025-01-01 23:00:00,5,2,23,0,1,Clear,5.8,120,29,24.58,0,1,0,1,91,5,4,3.9,36.95,36.95,53.43,1.1,1.0119,0
2025-01-02 00:00:00,1,3,0,0,0,Clear,15.2,150,117,78.25,0,1,0,1,33,18,13,4.41,39.8,39.8,73.44,1.1,1.012,0
2025-01-02 00:00:00,2,3,0,0,0,Clear,15.2,200,98,49.04,0,1,0,1,102,18,8,1.59,41.72,41.72,36.73,1.1,1.0121,0
2025-01-02 00:00:00,3,3,0,0,0,Clear,15.2,80,23,29.21,0,1,0,1,57,4,3,2.31,40.5,40.5,96.5,1.1,1.0122,0
2025-01-02 00:00:00,4,3,0,0,0,Clear,15.2,300,135,45.08,0,1,0,1,165,15,17,2.6,51.02,51.02,98.0,1.1,1.0123,0
2025-01-02 00:00:00,5,3,0,0,0,Clear,15.2,120,64,53.43,0,1,0,1,56,9,9,3.37,37.6,37.6,48.86,1.1,1.0124,0
2025-01-02 01:00:00,1,3,1,0,0,Rain,19.5,150,104,69.67,0,1,0,1,46,14,16,3.86,40.95,40.95,73.44,1.1,1.0125,0
2025-01-02 01:00:00,2,3,1,0,0,Rain,19.5,200,48,24.23,0,1,0,1,152,8,5,3.85,41.05,41.05,36.73,1.1,1.0126,0
2025-01-02 01:00:00,3,3,1,0,0,Rain,19.5,80,71,89.55,0,1,0,1,9,10,7,3.04,42.39,42.39,96.5,1.1,1.0127,0
2025-01-02 01:00:00,4,3,1,0,0,Rain,19.5,300,230,76.91,0,1,0,1,70,38,38,2.92,52.01,52.01,98.0,1.1,1.0128,0
2025-01-02 01:00:00,5,3,1,0,0,Rain,19.5,120,49,40.96,0,1,0,1,71,7,4,2.5,37.73,37.73,48.86,1.1,1.0129,0
2025-01-02 02:00:00,1,3,2,0,0,Clear,17.6,150,110,73.44,0,1,0,1,40,15,18,1.83,42.15,42.15,64.23,1.1,1.013,0
2025-01-02 02:00:00,2,3,2,0,0,Clear,17.6,200,10,5.0,0,1,0,1,190,1,1,1.76,39.72,39.72,36.73,1.1,1.0131,0
2025-01-02 02:00:00,3,3,2,0,0,Clear,17.6,80,63,78.81,0,1,0,1,17,8,7,3.48,43.74,43.74,98.0,1.1,1.0132,0
2025-01-02 02:00:00,4,3,2,0,0,Clear,17.6,300,162,54.19,0,1,0,1,138,29,23,3.64,52.09,52.09,98.0,1.1,1.0133,0
2025-01-02 02:00:00,5,3,2,0,0,Clear,17.6,120,58,48.86,0,1,0,1,62,9,4,4.24,38.15,38.15,67.59,1.1,1.0134,0
2025-01-02 03:00:00,1,3,3,0,0,Rain,12.8,150,96,64.23,0,1,0,1,54,10,16,3.03,42.94,42.94,80.82,1.1,1.0135,0
2025-01-02 03:00:00,2,3,3,0,0,Rain,12.8,200,73,36.73,0,1,0,1,127,14,8,3.65,39.61,39.61,98.0,1.1,1.0136,0
2025-01-02 03:00:00,3,3,3,0,0,Rain,12.8,80,77,96.5,0,1,0,1,3,9,13,3.65,45.62,45.62,98.0,1.1,1.0137,0
2025-01-02 03:00:00,4,3,3,0,0,Rain,12.8,300,294,98.0,0,1,0,1,6,44,35,2.96,53.73,53.73,98.0,1.1,1.0138,0
2025-01-02 03:00:00,5,3,3,0,0,Rain,12.8,120,41,34.65,0,1,0,1,79,5,6,2.26,38.02,38.02,67.59,1.1,1.0139,0
2025-01-02 04:00:00,1,3,4,0,0,Clear,10.7,150,27,18.23,0,1,0,1,123,3,3,1.94,42.09,42.09,80.82,1.1,1.014,0
2025-01-02 04:00:00,2,3,4,0,0,Clear,10.7,200,10,5.0,0,1,0,1,190,1,0,1.93,38.42,38.42,98.0,1.1,1.0141,0
2025-01-02 04:00:00,3,3,4,0,0,Clear,10.7,80,73,91.46,0,1,0,1,7,9,10,2.98,47.2,47.2,98.0,1.1,1.0142,0
2025-01-02 04:00:00,4,3,4,0,0,Clear,10.7,300,294,98.0,0,1,0,1,6,35,36,1.86,55.26,55.26,98.0,1.1,1.0143,0
2025-01-02 04:00:00,5,3,4,0,0,Clear,10.7,120,56,47.17,0,1,0,1,64,7,9,3.67,38.34,38.34,73.34,1.1,1.0144,0
2025-01-02 05:00:00,1,3,5,0,0,Clear,13.2,150,89,59.52,0,1,0,1,61,13,12,3.2,42.67,42.67,80.82,1.1,1.0145,0
2025-01-02 05:00:00,2,3,5,0,0,Clear,13.2,200,37,18.89,0,1,0,1,163,5,4,2.13,37.77,37.77,98.0,1.1,1.0146,0
2025-01-02 05:00:00,3,3,5,0,0,Clear,13.2,80,78,98.0,0,1,0,1,2,12,10,2.56,48.89,48.89,95.55,1.1,1.0147,0
2025-01-02 05:00:00,4,3,5,0,0,Clear,13.2,300,84,28.04,0,1,0,1,216,8,12,2.02,54.35,54.35,98.0,1.1,1.0148,0
2025-01-02 05:00:00,5,3,5,0,0,Clear,13.2,120,81,67.59,0,1,0,1,39,15,7,2.37,39.31,39.31,98.0,1.1,1.0149,0
2025-01-02 06:00:00,1,3,6,0,0,Clear,16.9,150,121,80.82,0,1,0,1,29,14,14,3.21,43.9,43.9,58.25,1.1,1.015,0
2025-01-02 06:00:00,2,3,6,0,0,Clear,16.9,200,196,98.0,0,1,0,1,4,30,32,2.73,39.71,39.71,98.0,1.1,1.0151,0
2025-01-02 06:00:00,3,3,6,0,0,Clear,16.9,80,76,95.55,0,1,0,1,4,8,11,1.74,50.4,50.4,91.77,1.1,1.0152,0
2025-01-02 06:00:00,4,3,6,0,0,Clear,16.9,300,294,98.0,0,1,0,1,6,56,35,2.97,55.76,55.76,98.0,1.1,1.0153,0
2025-01-02 06:00:00,5,3,6,0,0,Clear,16.9,120,64,53.52,0,1,0,1,56,7,8,3.55,39.77,39.77,98.0,1.1,1.0154,0
2025-01-02 07:00:00,1,3,7,0,0,Clear,16.2,150,65,43.75,0,1,1,1,85,12,6,3.94,43.89,43.89,58.25,1.1,1.0155,0
2025-01-02 07:00:00,2,3,7,0,0,Clear,16.2,200,196,98.0,0,1,1,1,4,27,29,3.99,41.53,41.53,98.0,1.1,1.0156,0
2025-01-02 07:00:00,3,3,7,0,0,Clear,16.2,80,63,79.06,0,1,1,1,17,6,9,3.55,51.29,51.29,91.77,1.1,1.0157,0
2025-01-02 07:00:00,4,3,7,0,0,Clear,16.2,300,294,98.0,0,1,1,1,6,53,51,3.64,57.08,57.08,98.0,1.1,1.0158,0
2025-01-02 07:00:00,5,3,7,0,0,Clear,16.2,120,88,73.34,0,1,1,1,32,13,10,3.9,40.82,40.82,98.0,1.1,1.0159,0
2025-01-02 08:00:00,1,3,8,0,0,Clear,17.3,150,87,58.25,0,1,1,1,63,16,11,4.01,44.33,44.33,51.7,1.1,1.016,0
2025-01-02 08:00:00,2,3,8,0,0,Clear,17.3,200,146,73.03,0,1,1,1,54,27,15,2.2,42.48,42.48,98.0,1.1,1.0161,0
2025-01-02 08:00:00,3,3,8,0,0,Clear,17.3,80,22,27.89,0,1,1,1,58,3,2,4.29,50.59,50.59,91.77,1.1,1.0162,0
2025-01-02 08:00:00,4,3,8,0,0,Clear,17.3,300,294,98.0,0,1,1,1,6,44,25,1.71,58.32,58.32,98.0,1.1,1.0163,0
2025-01-02 08:00:00,5,3,8,0,0,Clear,17.3,120,117,98.0,0,1,1,1,3,15,11,2.2,42.55,42.55,91.5,1.1,1.0164,0
2025-01-02 09:00:00,1,3,9,0,0,Rain,14.6,150,77,51.7,0,1,1,1,73,14,7,1.79,44.55,44.55,98.0,1.1,1.0165,0
2025-01-02 09:00:00,2,3,9,0,0,Rain,14.6,200,196,98.0,0,1,1,1,4,38,17,3.92,44.12,44.12,98.0,1.1,1.0166,0
2025-01-02 09:00:00,3,3,9,0,0,Rain,14.6,80,73,91.77,0,1,1,1,7,11,12,2.71,51.8,51.8,84.68,1.1,1.0167,0
2025-01-02 09:00:00,4,3,9,0,0,Rain,14.6,300,294,98.0,0,1,1,1,6,33,40,3.39,59.49,59.49,77.03,1.1,1.0168,0
2025-01-02 09:00:00,5,3,9,0,0,Rain,14.6,120,79,66.06,0,1,1,1,41,8,13,4.18,43.24,43.24,91.5,1.1,1.0169,0
